Id_transect,year,p_anu_year,p_pri_year,p_ver_year,p_oto_year,p_inv_year,t_pri_year,t_ver_year,t_oto_year,t_inv_year,t_anual
16_37,2011,492.060606,169.336131,2.527656,156.167919,164.0289,8.65274,17.493101,2.424198,-2.137755,8.65274
16_37,2012,602.789304,97.19306999999999,72.930204,373.498056,59.167974,9.676926,19.034296,1.47222,-1.111647,9.676926
16_37,2013,390.818703,64.319739,62.69166299999999,65.679378,198.127923,5.667799,10.663177,-1.5235400000000001,-5.146538,5.667799
16_37,2014,356.34885,63.832896000000005,17.600535,143.257461,131.657958,4.078036,10.550441,0.347025,-4.132291,4.078036
16_37,2015,386.721075,68.34320699999999,48.32409,107.474832,162.578946,2.794765,9.282953,0.714687,-7.026759,2.794765
16_37,2016,476.569068,125.31177600000001,6.909753,215.84745,128.500089,8.641422,16.934896,2.463556,-0.438731,8.641422
16_37,2017,294.871842,28.387808999999997,14.738688,150.674778,101.07056699999998,11.585568,18.251476,3.4738759999999997,-0.596649,11.585568
16_37,2018,653.6587600947265,83.10096740722656,50.801292,141.878571,377.8779296875,6.623316,16.386662,2.504509,-3.768804,6.623316
16_37,2019,291.919262,83.340019,33.427132,129.793304,45.358807,9.241754,16.915339,2.7010009999999998,0.280939,9.241754
16_37,2020,381.54893100000004,104.599998,29.115376,135.313309,112.520248,8.272266,17.473799,2.588548,1.19822,8.272266
16_16,2008,515.8806066192626,139.559178,48.92931300000001,208.48853400000002,118.9035816192627,8.785945,18.197218,0.65176,1.491296,8.785945
16_16,2009,721.386393,66.641097,37.995425999999995,313.095909,303.653961,10.517579,18.087814,11.757358,-1.016602,10.517579
16_16,2010,1127.517519,69.107019,55.654044,453.584931,549.171525,8.414868,18.599485,3.212449,-1.245435,8.414868
16_16,2011,499.52268899999996,175.987461,2.469411,151.879167,169.18665,10.211177,18.650831,3.932704,-0.435872,10.211177
16_16,2012,612.627129,111.223365,70.307733,375.605643,55.490387999999996,11.143395,20.055489,3.037489,0.386968,11.143395
16_16,2013,396.333366,64.32934499999999,62.888322,66.61643099999999,202.49926800000003,7.374368,11.928479,-0.10613,-3.395053,7.374368
16_16,2014,359.058645,64.674012,17.699349,142.9926,133.69268399999999,3.272446,9.894116,-0.695566,-4.291039,3.272446
16_16,2015,400.452639,79.002828,47.467176,102.691623,171.291012,4.288556,10.434855,0.63791,-5.5559709999999995,4.288556
16_16,2016,482.25686999999994,127.333179,6.737976000000001,214.97488499999997,133.21083,9.974317,18.184355,4.106844,0.894944,9.974317
16_16,2017,291.983055,28.240674,12.325674000000001,149.889771,101.526936,12.744159,19.140127,4.740925,0.494847,12.744159
16_16,2018,652.6117973327638,85.13809776306152,51.37235069274902,140.6703033447266,375.4310455322266,7.889613628387451,17.47819250280207,3.680421614646912,-2.115263804341808,7.889613628387451
16_16,2019,301.90105479760746,85.55763816833496,34.350628,136.180878,45.81191062927246,10.541268,17.625519,3.575603,1.712323,10.541268
16_16,2020,377.289835,109.800003,29.1,132.884964,105.504868,9.464614,18.377985,3.828013,1.957212,9.464614
16_17,2008,527.887725,167.23420800000002,33.653427,219.92431499999998,107.075775,10.122434,19.056116,1.7582200000000001,2.354043,10.122434
16_17,2009,679.224621,67.81482600000001,40.968327,333.35510999999997,237.086358,11.558262,18.807621,13.544114,0.473726,11.558262
16_17,2010,1079.498472,60.948618,41.488085999999996,486.368775,490.692993,9.855712,19.550184,3.78852,-0.289167,9.855712
16_17,2011,459.347382,166.077405,2.285436,129.64911,161.335431,11.509391,19.280779,4.538925,0.34257299999999996,11.509391
16_17,2012,579.694023,111.35609400000001,47.743866,362.817879,57.776184,11.71199,20.981946999999998,4.202622,0.678132,11.71199
16_17,2013,438.57296699999995,63.783816,85.86028200000001,86.17327800000001,202.75559099999998,9.560594,13.842242,0.976606,-1.840987,9.560594
16_17,2014,340.020801,64.315995,17.819316,137.774928,120.11056199999999,7.563313,13.595416,3.262061,-0.8531529999999999,7.563313
16_17,2015,384.3797339999999,88.28142299999999,30.604635,76.771665,188.722011,5.832446,12.004575,2.89107,-4.107399,5.832446
16_17,2016,514.0100580000001,116.795802,6.209877,238.468047,152.53633200000002,10.52933,18.78804,4.633869,1.523155,10.52933
16_17,2017,265.92954,28.336317,20.660711999999997,126.37822799999999,90.554283,13.201137,19.6681,5.393204,1.14872,13.201137
16_17,2018,621.4152557373046,95.98470001220703,65.74443206787109,106.2389434814453,353.4471801757812,8.596134185791016,18.25801949501038,4.28187946677208,-1.345044791201751,8.596134185791016
16_17,2019,308.1248438876953,93.62275848388671,44.05401306152344,128.874084,41.57398834228516,11.07607683340708,18.45735096740723,4.492860698699952,2.067009459932645,11.07607683340708
16_17,2020,363.96890199999996,134.300018,43.800003,90.251297,95.617584,10.166032,18.995729,4.605498,2.477642,10.166032
16_24,2008,495.983139,146.42673,37.171898999999996,196.99420199999997,115.390308,10.582343,19.483953,2.2199809999999998,2.868397,10.582343
16_24,2009,722.4288690000001,66.55298400000001,33.134069999999994,319.854126,302.887689,11.845677,19.164583,14.88182,0.663844,11.845677
16_24,2010,929.7017369999999,66.641217,54.207195,381.08219099999997,427.77113399999996,10.465969,20.145891,4.619673,0.419524,10.465969
16_24,2011,481.716519,171.759738,1.938132,147.26015999999998,160.758489,12.206551,19.907442,5.469045,1.138097,12.206551
16_24,2012,599.557443,115.04766000000001,64.097763,367.772346,52.639674,12.435922,21.152672,4.970213,1.8407209999999998,12.435922
16_24,2013,398.84105999999997,64.595805,60.663552,67.615722,205.965981,9.529915,13.601886,1.575059,-1.256867,9.529915
16_24,2014,358.473996,65.131761,17.023908,140.427165,135.891162,4.970254,11.438182,1.156689,-2.315659,4.970254
16_24,2015,385.623432,75.08748299999999,46.403124,92.497851,171.634974,5.8810839999999995,11.71524,3.468292,-3.966506,5.8810839999999995
16_24,2016,482.419665,128.02739100000002,6.9238859999999995,205.81734600000001,141.651042,10.782288,18.890203,4.791908,1.764338,10.782288
16_24,2017,285.364149,28.142844,9.683171999999999,145.678815,101.859318,13.854939,20.126459,5.838577,1.6760899999999999,13.854939
16_24,2018,654.2165231704712,97.80390071868896,52.86830139160156,141.5653667449951,361.9789543151856,9.433132076263428,18.51218407494681,4.977705753984905,-0.8197332888841629,9.433132076263428
16_24,2019,316.8445613082886,87.7071304321289,37.38965749740601,144.65715,47.09062337875366,11.80784616470337,19.07218742370606,4.986934566497803,2.722793124261357,11.80784616470337
16_24,2020,377.910628,110.799995,31.634651,135.080444,100.395538,11.003596,19.577196,4.987494,3.786578,11.003596
16_14,2008,448.038147,124.639812,40.710072,217.010673,65.67759000000001,10.329711,18.776957,2.654705,3.152468,10.329711
16_14,2009,635.465688,50.750799,73.319601,309.748284,201.64700399999998,12.609901,19.196268,16.874205,1.305364,12.609901
16_14,2010,955.746987,73.89209100000001,60.135756,355.983009,465.736131,10.204253,19.416475,5.100664,0.8685569999999999,10.204253
16_14,2011,426.650781,163.72105499999998,8.132136,115.083504,139.714086,12.049625,19.812897,6.373552,1.856782,12.049625
16_14,2012,382.163907,58.475148000000004,43.915476,220.94604599999997,58.827237000000004,12.93885,21.381729,6.262738,2.22667,12.93885
16_14,2013,298.622367,43.473609,57.670230000000004,74.799912,122.67861599999999,10.575858,18.722244,6.227341,1.432051,10.575858
16_14,2014,301.928382,67.412475,28.276887000000002,123.774948,82.464072,8.645705,14.499742,3.80187,-0.147746,8.645705
16_14,2015,356.33008199999995,52.402581,55.211775,86.17308,162.542646,12.660228,19.845436,7.587526,2.361507,12.660228
16_14,2016,403.94574,80.663469,15.566061,259.93332,47.78289,11.807879,19.410906,5.906076,3.022482,11.807879
16_14,2017,200.94079499999998,19.387245,19.343064000000002,69.32112599999999,92.88936,14.092776,20.157667,6.648551,2.268164,14.092776
16_14,2018,471.9070049999999,73.999184,71.640411,130.243393,196.024017,9.781792,19.016947,6.798858,0.278949,9.781792
16_14,2019,268.456956,82.524712,32.391079,121.79538,31.745785,11.898938,18.728209,6.265818,3.639518,11.898938
16_14,2020,270.27347499999996,59.299999,32.645756,89.585609,88.742111,11.287317999999999,19.518375,5.54155,3.922803,11.287317999999999
16_36,2008,488.75526299999996,141.517821,38.137203,194.17050899999998,114.92973,10.467398,19.719618,2.821155,3.3193099999999998,10.467398
16_36,2009,692.118657,68.961873,34.149681,317.261352,271.74575100000004,12.08168,19.19326,15.329889,1.1268,12.08168
16_36,2010,818.046771,67.313262,46.87071,310.716498,393.146301,10.9496,20.335905,4.914882,0.934032,10.9496
16_36,2011,455.755398,170.865588,1.977981,130.52802599999998,152.383803,12.385755,20.13941,5.876678,1.543507,12.385755
16_36,2012,513.732117,108.78134399999999,54.174527999999995,307.099434,43.676811,12.460571999999999,21.500526,5.076922,2.042294,12.460571999999999
16_36,2013,399.06705,66.585657,55.704255,67.144014,209.633124,9.760079,14.079751,1.798808,-1.112584,9.760079
16_36,2014,366.228024,67.224123,17.191083,139.193835,142.61898300000001,5.717561,12.050125,2.004516,-1.4803929999999998,5.717561
16_36,2015,369.731043,69.920145,49.812648,84.34108499999999,165.657165,6.164768,12.091484,3.63739,-3.364001,6.164768
16_36,2016,449.67846599999996,121.76233199999999,6.192534,187.33214999999998,134.39145000000002,11.36457,19.500193,5.228764,2.571238,11.36457
16_36,2017,282.154467,28.183940999999997,7.657359,147.328125,98.98504199999999,13.801335,20.102915,5.84544,2.126743,13.801335
16_36,2018,634.302369,100.312607,52.923111,147.164612,333.902039,9.66169,18.665245,5.100458,-0.7370289999999999,9.66169
16_36,2019,325.787231,87.568069,36.976433,150.919098,50.323631,11.970258,19.352184,5.082182,2.828065,11.970258
16_36,2020,367.722192,107.900002,24.940781,139.00705,95.874359,10.988002,19.728212,5.248633,3.422321,10.988002
16_18,2008,551.9345940000001,176.95684500000002,31.926048,226.109826,116.94187500000001,11.32566,20.290949,3.397089,3.695481,11.32566
16_18,2009,690.92493,63.784497,35.852682,343.24852799999996,248.03922300000002,12.639606,19.729662,16.05089,1.9334609999999999,12.639606
16_18,2010,993.180783,62.146406999999996,39.383985,444.19926599999997,447.451125,11.443622,20.723141,5.242974,1.447643,11.443622
16_18,2011,471.838452,170.424408,1.679319,135.714717,164.020008,12.965354,20.35121,6.122519,2.003577,12.965354
16_18,2012,592.473714,124.891458,46.706541,368.98111800000004,51.894597000000005,12.974273,21.71932,5.746469,2.291702,12.974273
16_18,2013,426.402294,64.33446599999999,74.47187699999999,77.894526,209.701425,10.891525,14.865971,2.373827,-0.185115,10.891525
16_18,2014,348.360258,65.073441,16.993581,138.13067999999998,128.162556,8.343528,14.256592,4.136097,0.364315,8.343528
16_18,2015,400.92990599999996,91.549026,27.463713000000002,80.558715,201.358452,7.048595,12.868046,4.140364,-2.632612,7.048595
16_18,2016,552.32727,129.727674,6.259485000000001,246.28447799999998,170.055633,11.690488,19.668245,5.822906,3.043239,11.690488
16_18,2017,266.89762499999995,27.902552999999997,14.35515,133.712676,90.927246,14.155162,20.238874,6.248438,2.759712,14.155162
16_18,2018,622.0905570983887,102.3060779571533,56.69157218933106,117.4448051452637,345.6481018066406,9.821948941548666,18.96963951474145,5.366398538861956,-0.1680469748045739,9.821948941548666
16_18,2019,318.00989080340577,91.93781280517578,44.34190273284912,138.838547,42.89162826538086,12.10717708950951,19.56162947700137,5.439322971162342,3.086101157324655,12.10717708950951
16_18,2020,361.198288,130.5,39.5,104.12352,87.074768,11.241513,19.916697,5.684897,3.5240270000000002,11.241513
16_45,2008,478.794087,116.25168299999999,60.199236,194.021187,108.321981,11.156921,19.860295999999998,4.126874,5.013742,11.156921
16_45,2009,597.195921,58.582908,42.671118,266.16330000000005,229.778595,12.762519,19.599686,17.195028,1.821386,12.762519
16_45,2010,842.85348,89.601906,40.815591,306.64959,405.78639300000003,10.550654,19.605806,5.931,1.911349,10.550654
16_45,2011,443.288931,165.815562,2.757831,147.853545,126.86199300000001,12.017423,19.783945,6.318366,2.123142,12.017423
16_45,2012,486.851178,80.496711,77.53313399999999,272.415801,56.405531999999994,12.623469,20.336859,5.173417,2.365914,12.623469
16_45,2013,328.220055,75.339162,38.676468,36.711951,177.49247400000002,8.61726,16.217148,5.2914259999999995,0.225595,8.61726
16_45,2014,368.621208,70.86759,18.235923,143.81487900000002,135.70281599999998,11.00222,17.322924,5.93862,1.717698,11.00222
16_45,2015,380.70783600000004,64.851288,66.643731,111.53523,137.67758700000002,11.219471,17.84458,7.075226,1.356185,11.219471
16_45,2016,411.265119,115.96159800000001,6.625827,184.780986,103.89670799999999,11.838231,19.04878,6.350934,4.089058,11.838231
16_45,2017,275.023353,20.028477000000002,12.419625,142.949031,99.62621999999999,13.951312,19.951155,6.5893429999999995,3.64018,13.951312
16_45,2018,600.3148975372314,61.89529037475586,42.85758781433106,190.9654922485352,304.5965270996094,10.40987717537653,18.56458264305478,6.015839190710159,0.9490583657863594,10.40987717537653
16_45,2019,245.68921654248047,69.646514892578125,23.79144287109375,99.864273,52.38698577880859,11.77597500029064,18.41835837311797,5.919268063136509,3.752086625212715,11.77597500029064
16_45,2020,384.580215,99,22.829948,141.396286,121.353981,10.936528,19.069592,5.608543,3.752614,10.936528
16_35,2008,496.47151199999996,145.484469,37.357737,197.786499,115.842807,12.136155,20.909607,4.448155,4.532266,12.136155
16_35,2009,702.473265,69.085287,32.885400000000004,325.262718,275.23985999999996,13.4276,20.378416,18.041208,2.773838,13.4276
16_35,2010,830.73135,68.22984,45.548339999999996,312.10363800000005,404.84953200000007,12.538859,21.485247,6.517164,2.647226,12.538859
16_35,2011,461.529033,169.792956,1.9172219999999998,133.199376,156.619479,14.094171,21.387558,7.568165,3.303217,14.094171
16_35,2012,523.9412669999999,115.64706899999999,52.69839,312.970572,42.625236,14.085345,22.473036,6.841179,3.74354,14.085345
16_35,2013,402.616311,64.79360399999999,58.805724000000005,69.37728899999999,209.639694,11.663712,15.710248,3.5424949999999997,0.886566,11.663712
16_35,2014,363.902202,67.67796,16.41051,138.357972,141.45576,7.769602,13.667386,3.745628,0.545294,7.769602
16_35,2015,373.55598599999996,75.96707699999999,45.291444,79.956711,172.340754,8.209174,13.722739,5.173979,-1.436839,8.209174
16_35,2016,469.044093,123.456894,6.409184999999999,197.91831299999998,141.259701,12.634346,20.791967,6.790688,4.094953,12.634346
16_35,2017,276.976413,27.203841,7.458753000000001,146.696034,95.617785,15.086433,21.009718,7.251354,3.715401,15.086433
16_35,2018,638.1185799082032,105.78564453125,53.309895,145.117004,333.9060363769531,11.195895,19.795626,6.33223,1.033261,11.195895
16_35,2019,335.401783,88.803024,38.24147,157.780518,50.576771,13.154033,20.733942,6.715576,4.068964,13.154033
16_35,2020,373.598792,114.099998,26.215408,139.977707,93.305679,12.537198,20.889183,6.710836,5.079051,12.537198
16_21,2008,466.23538799999994,124.30266900000001,45.068184,185.711196,111.153339,11.286744,20.377041,3.636691,4.203304,11.286744
16_21,2009,629.460225,68.07348,41.501132999999996,265.266837,254.61877499999997,12.942433,19.94803,16.690872,2.02779,12.942433
16_21,2010,771.3676379999999,71.266359,52.887302999999996,292.485696,354.72828000000004,11.88031,20.94454,5.863175,1.915141,11.88031
16_21,2011,449.725464,172.97400299999998,2.106954,132.86063099999998,141.783876,13.175591,20.845474,6.612512,2.561165,13.175591
16_21,2012,537.981414,94.571829,68.444178,325.652505,49.312901999999994,13.377251,21.78845,5.8084109999999995,2.73311,13.377251
16_21,2013,380.372001,69.079806,48.457713,60.33166799999999,202.502814,10.311069,15.093625,3.112239,-0.07808999999999999,10.311069
16_21,2014,362.486097,66.961218,17.555409,137.226837,140.742633,7.6285,13.576711,3.599433,0.212693,7.6285
16_21,2015,354.763806,57.914747999999996,58.338159,92.891892,145.619007,7.716475,13.497883999999999,4.778132,-1.978393,7.716475
16_21,2016,401.478879,114.590022,5.513567999999999,164.518719,116.85657,11.910039,19.625446,6.023579,3.641476,11.910039
16_21,2017,275.59079699999995,24.714335999999996,8.332460999999999,144.47945099999998,98.064549,14.484517,20.546356,6.711423,3.2940490000000002,14.484517
16_21,2018,625.5029973983765,87.75824356079102,51.51637554168701,154.2244033813477,332.0039749145508,10.81740816831589,19.38383185863495,6.260167104005814,0.8447649674490094,10.81740816831589
16_21,2019,304.33934178088384,83.6068172454834,35.08719253540039,135.139282,50.50605,12.79959542751312,19.74366060056185,6.352929253327219,4.004145112633705,12.79959542751312
16_21,2020,367.78023999999994,102.5,23.200001,138.929993,103.150246,12.074097,20.260778,6.238858,5.063923,12.074097
16_23,2008,465.47548499999994,118.08946499999999,51.849261,184.916736,110.62002299999999,12.728195,21.011953,5.60886,6.266932,12.728195
16_23,2009,604.30353,62.623506,42.267984,256.31206499999996,243.09997500000003,14.077619,20.796156,19.890675,3.459507,14.077619
16_23,2010,770.631561,69.869316,51.741342,289.158141,359.86276200000003,12.239614,21.189001,7.2378730000000004,3.649286,12.239614
16_23,2011,441.36516900000004,170.953767,1.951524,135.42694500000002,133.03293299999999,13.421636,20.671616,7.596367,3.854615,13.421636
16_23,2012,492.50173199999995,81.910743,69.058269,289.33905,52.19367,13.729482,21.248436,6.712337,3.524903,13.729482
16_23,2013,354.007566,73.23689999999999,42.024546,47.619819,191.126301,10.277885,16.686382,5.857754,1.8732099999999998,10.277885
16_23,2014,364.7808,68.56929600000001,18.204380999999998,138.914898,139.09222499999998,10.976506,16.902826,6.575928,2.8981399999999997,10.976506
16_23,2015,352.933068,55.20092100000001,60.539412,94.513623,142.67911199999998,11.014417,17.079594,7.476634,1.50251,11.014417
16_23,2016,412.264833,121.28676300000001,5.698194,169.293675,115.986201,12.395106,19.600815,6.815872,4.643978,12.395106
16_23,2017,272.94698400000004,22.546548,10.191537,141.128757,99.080142,15.171464,21.012331,7.844836,4.382746,15.171464
16_23,2018,612.3783880869547,68.44042332967122,50.49832089742025,171.7856725056966,321.6539713541667,11.55861146174944,19.63196552716769,6.987347568456944,2.040960948341168,11.55861146174944
16_23,2019,270.6521613413696,77.19399642944336,30.65675067901611,111.412338,51.38907623291016,13.10103823588445,19.45428379682394,6.922434605084932,4.738212413512743,13.10103823588445
16_23,2020,377.53905499999996,101.400009,22.900002,140.768631,112.470413,12.550654,20.232782,6.767073,5.024583,12.550654
16_34,2008,508.314276,151.478817,36.077649,203.292549,117.465261,13.293152,21.739105,5.644255,5.492472,13.293152
16_34,2009,712.622676,69.161637,32.568348,327.339408,283.55328299999996,14.386691,21.340673,20.039539,3.95137,14.386691
16_34,2010,837.936393,69.167085,44.995185,315.38268899999997,408.391434,13.650925,22.298399,7.660461,3.895015,13.650925
16_34,2011,463.56561899999997,169.56725699999998,1.9027379999999998,134.133546,157.96207800000002,15.242119,22.21839,8.741584,4.547816,15.242119
16_34,2012,527.682366,117.65355,52.319694,315.08342700000003,42.625695,15.171009,23.084396,8.03426,4.895894,15.171009
16_34,2013,412.5043109999999,66.991929,59.53830599999999,69.983322,215.99075399999998,12.878905,16.818174,4.808709,2.28933,12.878905
16_34,2014,364.739532,67.818645,16.342836000000002,138.711915,141.86613599999998,9.196284,14.819195,5.008994,1.967026,9.196284
16_34,2015,376.364367,77.77340699999999,44.293548,79.612449,174.684963,9.623603,14.863799,6.288696,-0.044108,9.623603
16_34,2016,475.281903,124.001748,6.476844,201.37960200000003,143.423709,13.747714,21.548561,7.911649,5.458345,13.747714
16_34,2017,275.312466,26.959797000000002,7.2479309999999995,147.082992,94.02174600000001,15.970551,21.669508,8.212846,4.683027,15.970551
16_34,2018,639.990166,106.791336,53.260048,144.923401,335.015381,12.287403,20.621775,7.35177,2.307966,12.287403
16_34,2019,338.570354,89.235252,38.320709,160.261536,50.752857,14.182055,21.690636,8.112616,5.094247,14.182055
16_34,2020,373.76989000000003,114.700005,26.5,140.394562,92.175323,13.758553,21.769083,7.80657,6.470782,13.758553
16_20,2008,456.679266,127.60258499999999,38.151561,180.73443600000002,110.19068399999999,14.236684,22.308342,6.706155,6.503859,14.236684
16_20,2009,686.400468,72.585198,36.569307,305.903319,271.342644,15.183323,21.984344,22.043049,4.984956,15.183323
16_20,2010,794.478768,72.588867,48.861993000000005,300.558174,372.469734,14.626248,23.01499,8.626649,5.113473,14.626248
16_20,2011,455.978304,171.409242,1.87587,130.35233699999998,152.340855,16.158049,22.764585,9.718253,5.751138,16.158049
16_20,2012,510.72285,108.799152,53.667089999999995,308.071746,40.184862,15.838622,23.661314,9.108497,5.789063,15.838622
16_20,2013,398.32445100000007,67.027983,49.971822,68.22,213.104646,13.872483,20.025719,7.605543,3.98856,13.872483
16_20,2014,368.02666800000003,67.6149,16.391922,138.21601800000002,145.803828,12.645275999999999,18.41272,7.888206,4.127468,12.645275999999999
16_20,2015,340.537164,60.224526,54.576834000000005,81.813714,143.92209,13.862874,19.076111,8.568067,3.429841,13.862874
16_20,2016,403.880679,116.96879100000001,5.811551999999999,166.151883,114.948453,14.308739,22.367624,8.676618,6.024609,14.308739
16_20,2017,272.158203,26.677713,5.471055,148.281405,91.72803,16.529598,22.213921,8.76306,5.445353,16.529598
16_20,2018,610.9723682403564,106.126838684082,55.91735649108887,148.8982887268066,300.0298843383789,13.25079790751139,21.31090073358445,8.275342971559555,3.237364284575932,13.25079790751139
16_20,2019,351.3541365587769,91.10150909423828,41.12049007415772,163.926056,55.20608139038086,14.94069132729182,22.06850676103072,8.337355315685272,5.922799640231663,14.94069132729182
16_20,2020,357.34292600000003,104.900002,22.504616,141.815353,88.122955,14.449844,22.318213,8.376068,6.680904,14.449844
16_33,2008,512.775126,154.295688,34.762026,206.026977,117.69043500000001,14.723275,22.817078,7.449863,7.22309,14.723275
16_33,2009,719.0916239999999,65.34441899999999,31.197834,329.872743,292.676628,15.723468,22.228632,23.05143,5.618658,15.723468
16_33,2010,913.3526489999999,66.108714,46.94754,362.467416,437.828979,14.942482,23.240339,9.271063999999999,5.709173,14.942482
16_33,2011,470.69561999999996,170.346942,1.6619789999999999,135.678303,163.008396,16.55179,23.14798,10.26855,6.230526,16.55179
16_33,2012,569.616297,121.032702,52.236225000000005,348.278046,48.069324,16.407,23.576914,9.434612,6.289833,16.407
16_33,2013,409.66882499999997,64.17336900000001,65.66090700000001,70.805007,209.029542,13.735202,17.093824,6.020032,3.987657,13.735202
16_33,2014,358.995306,66.901377,16.60041,137.838777,137.654742,10.028562,15.592601,6.248766,3.4661,10.028562
16_33,2015,385.33934999999997,79.242159,42.046047,82.445436,181.605708,9.931759,15.036587,7.491053,1.051223,9.931759
16_33,2016,506.95597200000003,129.007314,6.462636,217.79333400000002,153.692688,14.720668,22.232002,9.214969,6.660387,14.720668
16_33,2017,280.46188800000004,26.858895000000004,10.945284000000001,145.334622,97.323087,16.899061,22.344246,9.453109,6.066326,16.899061
16_33,2018,639.2439501362305,103.7448883056641,53.84940338134766,138.483948,343.1657104492188,13.4196298122406,21.44027042388916,8.956127,3.967562794685364,13.4196298122406
16_33,2019,327.946309,89.384964,40.511162,150.417847,47.632336,15.204536,21.996164,8.920895,6.589314,15.204536
16_33,2020,373.13528799999995,120.799995,33.630032,127.105255,91.600006,14.51077,22.040854,8.676809,6.899258,14.51077
16_48,2008,577.821924,111.417171,69.85043399999999,255.36612,141.188199,14.026494,21.746592,7.175353,7.7947109999999995,14.026494
16_48,2009,867.1107599999998,27.423054,35.806038,539.9056559999999,263.97601199999997,15.343456,21.856348,22.800966,5.276363,15.343456
16_48,2010,1488.2575769999999,89.481279,51.945441,573.350418,773.480439,13.941368,21.508028,9.00594,5.48245,13.941368
16_48,2011,625.552062,192.21585899999997,4.186539,190.85824499999998,238.29141900000002,15.508744,22.850275,10.099451,6.164785,15.508744
16_48,2012,665.455545,110.018451,74.44290600000001,415.79328899999996,65.200899,16.716843,22.747513,8.884243,6.513171,16.716843
