ID Visita;Fecha inicio;Fecha fin;ID Transecto;Transecto;ID Especie;Nombre científico;Total
448;2014-06-13 10:00:00;2014-06-13 10:50:00;16_24;Campos de Otero;84021;Pieris rapae (Linnaeus, 1758);2
449;2014-07-11 10:38:00;2014-07-11 12:22:00;16_17;Loma de Papeles Alto;33089;Parnassius apollo (Linnaeus, 1758);40
449;2014-07-11 10:38:00;2014-07-11 12:22:00;16_17;Loma de Papeles Alto;46344;Erebia hispania Butler, 1868;3
449;2014-07-11 10:38:00;2014-07-11 12:22:00;16_17;Loma de Papeles Alto;47182;Issoria lathonia (Linnaeus, 1758);5
449;2014-07-11 10:38:00;2014-07-11 12:22:00;16_17;Loma de Papeles Alto;47426;Papilio machaon Linnaeus, 1758;1
449;2014-07-11 10:38:00;2014-07-11 12:22:00;16_17;Loma de Papeles Alto;69103;Lasiommata megera (Linnaeus, 1767);22
449;2014-07-11 10:38:00;2014-07-11 12:22:00;16_17;Loma de Papeles Alto;71277;Melanargia ines (Hoffmansegg, 1804);1
449;2014-07-11 10:38:00;2014-07-11 12:22:00;16_17;Loma de Papeles Alto;71284;Melanargia occitanica (Esper, 1793);6
449;2014-07-11 10:38:00;2014-07-11 12:22:00;16_17;Loma de Papeles Alto;71924;Lycaena alciphron (Rottemburg, 1775);19
449;2014-07-11 10:38:00;2014-07-11 12:22:00;16_17;Loma de Papeles Alto;81689;Satyrus actaea (Esper, 1781);3
449;2014-07-11 10:38:00;2014-07-11 12:22:00;16_17;Loma de Papeles Alto;87249;Plebejus idas (Linnaeus, 1760);3
450;2014-07-11 13:06:00;2014-07-11 14:00:00;16_18;Loma de Papeles Bajo;33089;Parnassius apollo (Linnaeus, 1758);13
450;2014-07-11 13:06:00;2014-07-11 14:00:00;16_18;Loma de Papeles Bajo;47426;Papilio machaon Linnaeus, 1758;1
450;2014-07-11 13:06:00;2014-07-11 14:00:00;16_18;Loma de Papeles Bajo;61941;Brintesia circe (Fabricius, 1775);2
450;2014-07-11 13:06:00;2014-07-11 14:00:00;16_18;Loma de Papeles Bajo;63468;Chazara briseis (Linnaeus, 1764);1
450;2014-07-11 13:06:00;2014-07-11 14:00:00;16_18;Loma de Papeles Bajo;67058;Hipparchia hermione (Linnaeus, 1764);2
450;2014-07-11 13:06:00;2014-07-11 14:00:00;16_18;Loma de Papeles Bajo;67059;Hipparchia semele (Linnaeus, 1758);1
450;2014-07-11 13:06:00;2014-07-11 14:00:00;16_18;Loma de Papeles Bajo;67291;Hyponephele lycaon (Kühn, 1774);9
450;2014-07-11 13:06:00;2014-07-11 14:00:00;16_18;Loma de Papeles Bajo;69103;Lasiommata megera (Linnaeus, 1767);1
450;2014-07-11 13:06:00;2014-07-11 14:00:00;16_18;Loma de Papeles Bajo;71284;Melanargia occitanica (Esper, 1793);1
450;2014-07-11 13:06:00;2014-07-11 14:00:00;16_18;Loma de Papeles Bajo;71924;Lycaena alciphron (Rottemburg, 1775);11
450;2014-07-11 13:06:00;2014-07-11 14:00:00;16_18;Loma de Papeles Bajo;77848;Fabriciana niobe (Linnaeus, 1758);1
450;2014-07-11 13:06:00;2014-07-11 14:00:00;16_18;Loma de Papeles Bajo;81689;Satyrus actaea (Esper, 1781);3
450;2014-07-11 13:06:00;2014-07-11 14:00:00;16_18;Loma de Papeles Bajo;87249;Plebejus idas (Linnaeus, 1760);5
451;2014-07-15 11:00:00;2014-07-15 12:15:00;16_14;Laguna Seca;33089;Parnassius apollo (Linnaeus, 1758);56
451;2014-07-15 11:00:00;2014-07-15 12:15:00;16_14;Laguna Seca;47182;Issoria lathonia (Linnaeus, 1758);5
451;2014-07-15 11:00:00;2014-07-15 12:15:00;16_14;Laguna Seca;47431;Pontia daplidice (Linnaeus, 1758);1
451;2014-07-15 11:00:00;2014-07-15 12:15:00;16_14;Laguna Seca;64789;Colias crocea (Geoffroy, 1785);1
451;2014-07-15 11:00:00;2014-07-15 12:15:00;16_14;Laguna Seca;67291;Hyponephele lycaon (Kühn, 1774);1
451;2014-07-15 11:00:00;2014-07-15 12:15:00;16_14;Laguna Seca;71278;Melanargia lachesis (Hübner, 1790);1
451;2014-07-15 11:00:00;2014-07-15 12:15:00;16_14;Laguna Seca;71924;Lycaena alciphron (Rottemburg, 1775);2
451;2014-07-15 11:00:00;2014-07-15 12:15:00;16_14;Laguna Seca;77848;Fabriciana niobe (Linnaeus, 1758);2
451;2014-07-15 11:00:00;2014-07-15 12:15:00;16_14;Laguna Seca;80532;Polyommatus icarus (Rottemburg, 1775);1
451;2014-07-15 11:00:00;2014-07-15 12:15:00;16_14;Laguna Seca;81689;Satyrus actaea (Esper, 1781);3
451;2014-07-15 11:00:00;2014-07-15 12:15:00;16_14;Laguna Seca;87249;Plebejus idas (Linnaeus, 1760);31
452;2014-04-12 13:00:00;2014-04-12 14:40:00;16_48;Pitres;12685;Pieris;2
452;2014-04-12 13:00:00;2014-04-12 14:40:00;16_48;Pitres;46349;Zerynthia rumina (Linnaeus, 1758);12
452;2014-04-12 13:00:00;2014-04-12 14:40:00;16_48;Pitres;47074;Gonepteryx cleopatra (Linnaeus, 1767);1
452;2014-04-12 13:00:00;2014-04-12 14:40:00;16_48;Pitres;47287;Lycaena phlaeas (Linnaeus, 1760);5
452;2014-04-12 13:00:00;2014-04-12 14:40:00;16_48;Pitres;47426;Papilio machaon Linnaeus, 1758;1
452;2014-04-12 13:00:00;2014-04-12 14:40:00;16_48;Pitres;57797;Aglais urticae (Linnaeus, 1758);1
452;2014-04-12 13:00:00;2014-04-12 14:40:00;16_48;Pitres;62290;Callophrys rubi (Linnaeus, 1758);2
452;2014-04-12 13:00:00;2014-04-12 14:40:00;16_48;Pitres;64789;Colias crocea (Geoffroy, 1785);1
452;2014-04-12 13:00:00;2014-04-12 14:40:00;16_48;Pitres;69103;Lasiommata megera (Linnaeus, 1767);1
452;2014-04-12 13:00:00;2014-04-12 14:40:00;16_48;Pitres;69732;Iphiclides feisthamelii (Duponchel, 1832);2
452;2014-04-12 13:00:00;2014-04-12 14:40:00;16_48;Pitres;70971;Melitaea deione (Geyer, 1832);14
452;2014-04-12 13:00:00;2014-04-12 14:40:00;16_48;Pitres;73396;Nymphalis polychloros (Linnaeus, 1758);1
452;2014-04-12 13:00:00;2014-04-12 14:40:00;16_48;Pitres;80528;Polyommatus celina (Austaut, 1879);1
452;2014-04-12 13:00:00;2014-04-12 14:40:00;16_48;Pitres;82903;Pararge aegeria (Linnaeus, 1758);7
452;2014-04-12 13:00:00;2014-04-12 14:40:00;16_48;Pitres;84021;Pieris rapae (Linnaeus, 1758);3
452;2014-04-12 13:00:00;2014-04-12 14:40:00;16_48;Pitres;84039;Pieris brassicae (Linnaeus, 1758);24
453;2014-04-27 11:45:00;2014-04-27 13:37:00;16_48;Pitres;46349;Zerynthia rumina (Linnaeus, 1758);8
453;2014-04-27 11:45:00;2014-04-27 13:37:00;16_48;Pitres;57797;Aglais urticae (Linnaeus, 1758);2
453;2014-04-27 11:45:00;2014-04-27 13:37:00;16_48;Pitres;59977;Aricia cramera (Eschscholtz, 1821);2
453;2014-04-27 11:45:00;2014-04-27 13:37:00;16_48;Pitres;70971;Melitaea deione (Geyer, 1832);35
453;2014-04-27 11:45:00;2014-04-27 13:37:00;16_48;Pitres;80532;Polyommatus icarus (Rottemburg, 1775);2
453;2014-04-27 11:45:00;2014-04-27 13:37:00;16_48;Pitres;81962;Pyrgus onopordi (Rambur, 1839);2
453;2014-04-27 11:45:00;2014-04-27 13:37:00;16_48;Pitres;82903;Pararge aegeria (Linnaeus, 1758);10
453;2014-04-27 11:45:00;2014-04-27 13:37:00;16_48;Pitres;84033;Pieris napi (Linnaeus, 1758);1
453;2014-04-27 11:45:00;2014-04-27 13:37:00;16_48;Pitres;84039;Pieris brassicae (Linnaeus, 1758);9
454;2014-05-09 12:45:00;2014-05-09 14:30:00;16_48;Pitres;46349;Zerynthia rumina (Linnaeus, 1758);2
454;2014-05-09 12:45:00;2014-05-09 14:30:00;16_48;Pitres;47074;Gonepteryx cleopatra (Linnaeus, 1767);1
454;2014-05-09 12:45:00;2014-05-09 14:30:00;16_48;Pitres;47287;Lycaena phlaeas (Linnaeus, 1760);5
454;2014-05-09 12:45:00;2014-05-09 14:30:00;16_48;Pitres;47426;Papilio machaon Linnaeus, 1758;1
454;2014-05-09 12:45:00;2014-05-09 14:30:00;16_48;Pitres;59154;Anthocharis euphenoides Staudinger, 1869;7
454;2014-05-09 12:45:00;2014-05-09 14:30:00;16_48;Pitres;59977;Aricia cramera (Eschscholtz, 1821);3
454;2014-05-09 12:45:00;2014-05-09 14:30:00;16_48;Pitres;62290;Callophrys rubi (Linnaeus, 1758);1
454;2014-05-09 12:45:00;2014-05-09 14:30:00;16_48;Pitres;62907;Celastrina argiolus (Linnaeus, 1758);1
454;2014-05-09 12:45:00;2014-05-09 14:30:00;16_48;Pitres;64789;Colias crocea (Geoffroy, 1785);6
454;2014-05-09 12:45:00;2014-05-09 14:30:00;16_48;Pitres;69103;Lasiommata megera (Linnaeus, 1767);1
454;2014-05-09 12:45:00;2014-05-09 14:30:00;16_48;Pitres;69732;Iphiclides feisthamelii (Duponchel, 1832);2
454;2014-05-09 12:45:00;2014-05-09 14:30:00;16_48;Pitres;70971;Melitaea deione (Geyer, 1832);67
454;2014-05-09 12:45:00;2014-05-09 14:30:00;16_48;Pitres;72485;Maniola jurtina (Linnaeus, 1758);1
454;2014-05-09 12:45:00;2014-05-09 14:30:00;16_48;Pitres;80532;Polyommatus icarus (Rottemburg, 1775);4
454;2014-05-09 12:45:00;2014-05-09 14:30:00;16_48;Pitres;82903;Pararge aegeria (Linnaeus, 1758);2
454;2014-05-09 12:45:00;2014-05-09 14:30:00;16_48;Pitres;84021;Pieris rapae (Linnaeus, 1758);2
454;2014-05-09 12:45:00;2014-05-09 14:30:00;16_48;Pitres;84039;Pieris brassicae (Linnaeus, 1758);11
454;2014-05-09 12:45:00;2014-05-09 14:30:00;16_48;Pitres;87857;Vanessa atalanta (Linnaeus, 1758);1
455;2014-04-17 11:40:00;2014-04-17 13:30:00;16_48;Pitres;12685;Pieris;2
455;2014-04-17 11:40:00;2014-04-17 13:30:00;16_48;Pitres;46349;Zerynthia rumina (Linnaeus, 1758);14
455;2014-04-17 11:40:00;2014-04-17 13:30:00;16_48;Pitres;47074;Gonepteryx cleopatra (Linnaeus, 1767);2
455;2014-04-17 11:40:00;2014-04-17 13:30:00;16_48;Pitres;47075;Gonepteryx rhamni (Linnaeus, 1758);1
455;2014-04-17 11:40:00;2014-04-17 13:30:00;16_48;Pitres;47287;Lycaena phlaeas (Linnaeus, 1760);3
455;2014-04-17 11:40:00;2014-04-17 13:30:00;16_48;Pitres;47426;Papilio machaon Linnaeus, 1758;1
455;2014-04-17 11:40:00;2014-04-17 13:30:00;16_48;Pitres;57797;Aglais urticae (Linnaeus, 1758);2
455;2014-04-17 11:40:00;2014-04-17 13:30:00;16_48;Pitres;59154;Anthocharis euphenoides Staudinger, 1869;3
455;2014-04-17 11:40:00;2014-04-17 13:30:00;16_48;Pitres;59977;Aricia cramera (Eschscholtz, 1821);2
455;2014-04-17 11:40:00;2014-04-17 13:30:00;16_48;Pitres;62290;Callophrys rubi (Linnaeus, 1758);2
455;2014-04-17 11:40:00;2014-04-17 13:30:00;16_48;Pitres;62676;Carcharodus alceae (Esper, 1780);1
455;2014-04-17 11:40:00;2014-04-17 13:30:00;16_48;Pitres;64789;Colias crocea (Geoffroy, 1785);2
455;2014-04-17 11:40:00;2014-04-17 13:30:00;16_48;Pitres;69103;Lasiommata megera (Linnaeus, 1767);1
455;2014-04-17 11:40:00;2014-04-17 13:30:00;16_48;Pitres;69732;Iphiclides feisthamelii (Duponchel, 1832);2
455;2014-04-17 11:40:00;2014-04-17 13:30:00;16_48;Pitres;70971;Melitaea deione (Geyer, 1832);25
455;2014-04-17 11:40:00;2014-04-17 13:30:00;16_48;Pitres;80532;Polyommatus icarus (Rottemburg, 1775);2
455;2014-04-17 11:40:00;2014-04-17 13:30:00;16_48;Pitres;80607;Polygonia c-album (Linnaeus, 1758);1
455;2014-04-17 11:40:00;2014-04-17 13:30:00;16_48;Pitres;81962;Pyrgus onopordi (Rambur, 1839);1
455;2014-04-17 11:40:00;2014-04-17 13:30:00;16_48;Pitres;82903;Pararge aegeria (Linnaeus, 1758);8
455;2014-04-17 11:40:00;2014-04-17 13:30:00;16_48;Pitres;84021;Pieris rapae (Linnaeus, 1758);2
455;2014-04-17 11:40:00;2014-04-17 13:30:00;16_48;Pitres;84039;Pieris brassicae (Linnaeus, 1758);25
455;2014-04-17 11:40:00;2014-04-17 13:30:00;16_48;Pitres;87858;Vanessa cardui (Linnaeus, 1758);1
456;2014-05-25 11:49:00;2014-05-25 13:30:00;16_48;Pitres;33065;Euphydryas aurinia (Rottemburg, 1775);1
456;2014-05-25 11:49:00;2014-05-25 13:30:00;16_48;Pitres;62677;Carcharodus baeticus (Rambur, 1839);2
456;2014-05-25 11:49:00;2014-05-25 13:30:00;16_48;Pitres;69103;Lasiommata megera (Linnaeus, 1767);2
456;2014-05-25 11:49:00;2014-05-25 13:30:00;16_48;Pitres;70971;Melitaea deione (Geyer, 1832);19
456;2014-05-25 11:49:00;2014-05-25 13:30:00;16_48;Pitres;72485;Maniola jurtina (Linnaeus, 1758);8
456;2014-05-25 11:49:00;2014-05-25 13:30:00;16_48;Pitres;81962;Pyrgus onopordi (Rambur, 1839);1
456;2014-05-25 11:49:00;2014-05-25 13:30:00;16_48;Pitres;82903;Pararge aegeria (Linnaeus, 1758);3
456;2014-05-25 11:49:00;2014-05-25 13:30:00;16_48;Pitres;84021;Pieris rapae (Linnaeus, 1758);2
456;2014-05-25 11:49:00;2014-05-25 13:30:00;16_48;Pitres;87858;Vanessa cardui (Linnaeus, 1758);1
457;2014-07-05 10:51:00;2014-07-05 13:38:00;16_48;Pitres;46897;Argynnis pandora ([Denis & Schiffermüller], 1775);2
457;2014-07-05 10:51:00;2014-07-05 13:38:00;16_48;Pitres;47287;Lycaena phlaeas (Linnaeus, 1760);4
457;2014-07-05 10:51:00;2014-07-05 13:38:00;16_48;Pitres;47431;Pontia daplidice (Linnaeus, 1758);4
457;2014-07-05 10:51:00;2014-07-05 13:38:00;16_48;Pitres;59977;Aricia cramera (Eschscholtz, 1821);6
457;2014-07-05 10:51:00;2014-07-05 13:38:00;16_48;Pitres;61941;Brintesia circe (Fabricius, 1775);4
457;2014-07-05 10:51:00;2014-07-05 13:38:00;16_48;Pitres;62907;Celastrina argiolus (Linnaeus, 1758);1
457;2014-07-05 10:51:00;2014-07-05 13:38:00;16_48;Pitres;64789;Colias crocea (Geoffroy, 1785);8
457;2014-07-05 10:51:00;2014-07-05 13:38:00;16_48;Pitres;69103;Lasiommata megera (Linnaeus, 1767);2
457;2014-07-05 10:51:00;2014-07-05 13:38:00;16_48;Pitres;69447;Leptotes pirithous (Linnaeus, 1767);12
457;2014-07-05 10:51:00;2014-07-05 13:38:00;16_48;Pitres;69732;Iphiclides feisthamelii (Duponchel, 1832);1
457;2014-07-05 10:51:00;2014-07-05 13:38:00;16_48;Pitres;70229;Lampides boeticus (Linnaeus, 1767);1
457;2014-07-05 10:51:00;2014-07-05 13:38:00;16_48;Pitres;71278;Melanargia lachesis (Hübner, 1790);6
457;2014-07-05 10:51:00;2014-07-05 13:38:00;16_48;Pitres;72485;Maniola jurtina (Linnaeus, 1758);7
457;2014-07-05 10:51:00;2014-07-05 13:38:00;16_48;Pitres;80532;Polyommatus icarus (Rottemburg, 1775);16
457;2014-07-05 10:51:00;2014-07-05 13:38:00;16_48;Pitres;80607;Polygonia c-album (Linnaeus, 1758);1
457;2014-07-05 10:51:00;2014-07-05 13:38:00;16_48;Pitres;81654;Satyrium esculi (Hübner, 1804);5
457;2014-07-05 10:51:00;2014-07-05 13:38:00;16_48;Pitres;82903;Pararge aegeria (Linnaeus, 1758);11
457;2014-07-05 10:51:00;2014-07-05 13:38:00;16_48;Pitres;84021;Pieris rapae (Linnaeus, 1758);24
457;2014-07-05 10:51:00;2014-07-05 13:38:00;16_48;Pitres;84033;Pieris napi (Linnaeus, 1758);4
457;2014-07-05 10:51:00;2014-07-05 13:38:00;16_48;Pitres;87857;Vanessa atalanta (Linnaeus, 1758);1
458;2014-04-06 12:00:00;2014-04-06 14:00:00;16_48;Pitres;46349;Zerynthia rumina (Linnaeus, 1758);10
458;2014-04-06 12:00:00;2014-04-06 14:00:00;16_48;Pitres;47074;Gonepteryx cleopatra (Linnaeus, 1767);1
458;2014-04-06 12:00:00;2014-04-06 14:00:00;16_48;Pitres;47075;Gonepteryx rhamni (Linnaeus, 1758);2
458;2014-04-06 12:00:00;2014-04-06 14:00:00;16_48;Pitres;47287;Lycaena phlaeas (Linnaeus, 1760);3
458;2014-04-06 12:00:00;2014-04-06 14:00:00;16_48;Pitres;57797;Aglais urticae (Linnaeus, 1758);9
458;2014-04-06 12:00:00;2014-04-06 14:00:00;16_48;Pitres;62676;Carcharodus alceae (Esper, 1780);1
458;2014-04-06 12:00:00;2014-04-06 14:00:00;16_48;Pitres;62907;Celastrina argiolus (Linnaeus, 1758);1
458;2014-04-06 12:00:00;2014-04-06 14:00:00;16_48;Pitres;64789;Colias crocea (Geoffroy, 1785);2
458;2014-04-06 12:00:00;2014-04-06 14:00:00;16_48;Pitres;80532;Polyommatus icarus (Rottemburg, 1775);3
458;2014-04-06 12:00:00;2014-04-06 14:00:00;16_48;Pitres;82903;Pararge aegeria (Linnaeus, 1758);5
458;2014-04-06 12:00:00;2014-04-06 14:00:00;16_48;Pitres;84021;Pieris rapae (Linnaeus, 1758);9
458;2014-04-06 12:00:00;2014-04-06 14:00:00;16_48;Pitres;84039;Pieris brassicae (Linnaeus, 1758);34
459;2014-07-12 10:47:00;2014-07-12 13:14:00;16_48;Pitres;47075;Gonepteryx rhamni (Linnaeus, 1758);1
459;2014-07-12 10:47:00;2014-07-12 13:14:00;16_48;Pitres;47431;Pontia daplidice (Linnaeus, 1758);8
459;2014-07-12 10:47:00;2014-07-12 13:14:00;16_48;Pitres;59977;Aricia cramera (Eschscholtz, 1821);5
459;2014-07-12 10:47:00;2014-07-12 13:14:00;16_48;Pitres;61941;Brintesia circe (Fabricius, 1775);1
459;2014-07-12 10:47:00;2014-07-12 13:14:00;16_48;Pitres;64681;Coenonympha dorus (Esper, 1782);1
459;2014-07-12 10:47:00;2014-07-12 13:14:00;16_48;Pitres;64789;Colias crocea (Geoffroy, 1785);13
459;2014-07-12 10:47:00;2014-07-12 13:14:00;16_48;Pitres;69103;Lasiommata megera (Linnaeus, 1767);2
459;2014-07-12 10:47:00;2014-07-12 13:14:00;16_48;Pitres;69447;Leptotes pirithous (Linnaeus, 1767);32
459;2014-07-12 10:47:00;2014-07-12 13:14:00;16_48;Pitres;70229;Lampides boeticus (Linnaeus, 1767);11
459;2014-07-12 10:47:00;2014-07-12 13:14:00;16_48;Pitres;71278;Melanargia lachesis (Hübner, 1790);10
459;2014-07-12 10:47:00;2014-07-12 13:14:00;16_48;Pitres;72485;Maniola jurtina (Linnaeus, 1758);15
459;2014-07-12 10:47:00;2014-07-12 13:14:00;16_48;Pitres;80532;Polyommatus icarus (Rottemburg, 1775);7
459;2014-07-12 10:47:00;2014-07-12 13:14:00;16_48;Pitres;81654;Satyrium esculi (Hübner, 1804);5
459;2014-07-12 10:47:00;2014-07-12 13:14:00;16_48;Pitres;82903;Pararge aegeria (Linnaeus, 1758);16
459;2014-07-12 10:47:00;2014-07-12 13:14:00;16_48;Pitres;84021;Pieris rapae (Linnaeus, 1758);16
459;2014-07-12 10:47:00;2014-07-12 13:14:00;16_48;Pitres;84033;Pieris napi (Linnaeus, 1758);2
459;2014-07-12 10:47:00;2014-07-12 13:14:00;16_48;Pitres;87858;Vanessa cardui (Linnaeus, 1758);1
460;2014-07-26 10:45:00;2014-07-26 12:59:00;16_48;Pitres;47431;Pontia daplidice (Linnaeus, 1758);3
460;2014-07-26 10:45:00;2014-07-26 12:59:00;16_48;Pitres;59977;Aricia cramera (Eschscholtz, 1821);1
460;2014-07-26 10:45:00;2014-07-26 12:59:00;16_48;Pitres;62134;Cacyreus marshalli Butler, 1898;2
460;2014-07-26 10:45:00;2014-07-26 12:59:00;16_48;Pitres;64681;Coenonympha dorus (Esper, 1782);2
460;2014-07-26 10:45:00;2014-07-26 12:59:00;16_48;Pitres;64789;Colias crocea (Geoffroy, 1785);12
460;2014-07-26 10:45:00;2014-07-26 12:59:00;16_48;Pitres;69103;Lasiommata megera (Linnaeus, 1767);2
460;2014-07-26 10:45:00;2014-07-26 12:59:00;16_48;Pitres;69447;Leptotes pirithous (Linnaeus, 1767);51
460;2014-07-26 10:45:00;2014-07-26 12:59:00;16_48;Pitres;69732;Iphiclides feisthamelii (Duponchel, 1832);5
460;2014-07-26 10:45:00;2014-07-26 12:59:00;16_48;Pitres;70229;Lampides boeticus (Linnaeus, 1767);6
460;2014-07-26 10:45:00;2014-07-26 12:59:00;16_48;Pitres;70971;Melitaea deione (Geyer, 1832);26
460;2014-07-26 10:45:00;2014-07-26 12:59:00;16_48;Pitres;72485;Maniola jurtina (Linnaeus, 1758);3
460;2014-07-26 10:45:00;2014-07-26 12:59:00;16_48;Pitres;80532;Polyommatus icarus (Rottemburg, 1775);4
460;2014-07-26 10:45:00;2014-07-26 12:59:00;16_48;Pitres;81654;Satyrium esculi (Hübner, 1804);1
460;2014-07-26 10:45:00;2014-07-26 12:59:00;16_48;Pitres;81971;Pyronia tithonus (Linnaeus, 1771);3
460;2014-07-26 10:45:00;2014-07-26 12:59:00;16_48;Pitres;82903;Pararge aegeria (Linnaeus, 1758);2
460;2014-07-26 10:45:00;2014-07-26 12:59:00;16_48;Pitres;84021;Pieris rapae (Linnaeus, 1758);18
460;2014-07-26 10:45:00;2014-07-26 12:59:00;16_48;Pitres;84039;Pieris brassicae (Linnaeus, 1758);4
461;2014-08-09 09:15:00;2014-08-09 11:35:00;16_48;Pitres;47287;Lycaena phlaeas (Linnaeus, 1760);2
461;2014-08-09 09:15:00;2014-08-09 11:35:00;16_48;Pitres;47426;Papilio machaon Linnaeus, 1758;1
461;2014-08-09 09:15:00;2014-08-09 11:35:00;16_48;Pitres;47431;Pontia daplidice (Linnaeus, 1758);4
461;2014-08-09 09:15:00;2014-08-09 11:35:00;16_48;Pitres;59977;Aricia cramera (Eschscholtz, 1821);1
461;2014-08-09 09:15:00;2014-08-09 11:35:00;16_48;Pitres;61941;Brintesia circe (Fabricius, 1775);1
461;2014-08-09 09:15:00;2014-08-09 11:35:00;16_48;Pitres;64789;Colias crocea (Geoffroy, 1785);1
461;2014-08-09 09:15:00;2014-08-09 11:35:00;16_48;Pitres;67061;Hipparchia statilinus (Hufnagel, 1766);1
461;2014-08-09 09:15:00;2014-08-09 11:35:00;16_48;Pitres;69103;Lasiommata megera (Linnaeus, 1767);2
461;2014-08-09 09:15:00;2014-08-09 11:35:00;16_48;Pitres;69447;Leptotes pirithous (Linnaeus, 1767);39
461;2014-08-09 09:15:00;2014-08-09 11:35:00;16_48;Pitres;70229;Lampides boeticus (Linnaeus, 1767);6
461;2014-08-09 09:15:00;2014-08-09 11:35:00;16_48;Pitres;80532;Polyommatus icarus (Rottemburg, 1775);4
461;2014-08-09 09:15:00;2014-08-09 11:35:00;16_48;Pitres;81971;Pyronia tithonus (Linnaeus, 1771);1
461;2014-08-09 09:15:00;2014-08-09 11:35:00;16_48;Pitres;82903;Pararge aegeria (Linnaeus, 1758);3
461;2014-08-09 09:15:00;2014-08-09 11:35:00;16_48;Pitres;84021;Pieris rapae (Linnaeus, 1758);7
462;2014-08-22 13:30:00;2014-08-22 14:45:00;16_20;Purche;12299;Pyrgus;2
462;2014-08-22 13:30:00;2014-08-22 14:45:00;16_20;Purche;47116;Hesperia comma (Linnaeus, 1758);1
462;2014-08-22 13:30:00;2014-08-22 14:45:00;16_20;Purche;47287;Lycaena phlaeas (Linnaeus, 1760);2
462;2014-08-22 13:30:00;2014-08-22 14:45:00;16_20;Purche;47431;Pontia daplidice (Linnaeus, 1758);4
462;2014-08-22 13:30:00;2014-08-22 14:45:00;16_20;Purche;59978;Aricia montensis Verity, 1928;2
462;2014-08-22 13:30:00;2014-08-22 14:45:00;16_20;Purche;61941;Brintesia circe (Fabricius, 1775);4
462;2014-08-22 13:30:00;2014-08-22 14:45:00;16_20;Purche;63468;Chazara briseis (Linnaeus, 1764);10
462;2014-08-22 13:30:00;2014-08-22 14:45:00;16_20;Purche;64686;Coenonympha pamphilus lyllus (Esper, 1805);4
462;2014-08-22 13:30:00;2014-08-22 14:45:00;16_20;Purche;64789;Colias crocea (Geoffroy, 1785);11
462;2014-08-22 13:30:00;2014-08-22 14:45:00;16_20;Purche;67059;Hipparchia semele (Linnaeus, 1758);2
462;2014-08-22 13:30:00;2014-08-22 14:45:00;16_20;Purche;67061;Hipparchia statilinus (Hufnagel, 1766);17
462;2014-08-22 13:30:00;2014-08-22 14:45:00;16_20;Purche;67291;Hyponephele lycaon (Kühn, 1774);29
462;2014-08-22 13:30:00;2014-08-22 14:45:00;16_20;Purche;74659;Muschampia proto (Ochsenheimer, 1808);5
462;2014-08-22 13:30:00;2014-08-22 14:45:00;16_20;Purche;81689;Satyrus actaea (Esper, 1781);2
462;2014-08-22 13:30:00;2014-08-22 14:45:00;16_20;Purche;81971;Pyronia tithonus (Linnaeus, 1771);6
463;2014-08-12 13:26:00;2014-08-12 14:39:00;16_16;Borreguiles San Juan;1868;Hesperiidae;1
463;2014-08-12 13:26:00;2014-08-12 14:39:00;16_16;Borreguiles San Juan;1875;Lycaenidae;1
463;2014-08-12 13:26:00;2014-08-12 14:39:00;16_16;Borreguiles San Juan;33089;Parnassius apollo (Linnaeus, 1758);5
463;2014-08-12 13:26:00;2014-08-12 14:39:00;16_16;Borreguiles San Juan;46344;Erebia hispania Butler, 1868;14
463;2014-08-12 13:26:00;2014-08-12 14:39:00;16_16;Borreguiles San Juan;46897;Argynnis pandora ([Denis & Schiffermüller], 1775);1
463;2014-08-12 13:26:00;2014-08-12 14:39:00;16_16;Borreguiles San Juan;47116;Hesperia comma (Linnaeus, 1758);5
463;2014-08-12 13:26:00;2014-08-12 14:39:00;16_16;Borreguiles San Juan;47182;Issoria lathonia (Linnaeus, 1758);1
463;2014-08-12 13:26:00;2014-08-12 14:39:00;16_16;Borreguiles San Juan;47431;Pontia daplidice (Linnaeus, 1758);4
463;2014-08-12 13:26:00;2014-08-12 14:39:00;16_16;Borreguiles San Juan;59978;Aricia montensis Verity, 1928;4
463;2014-08-12 13:26:00;2014-08-12 14:39:00;16_16;Borreguiles San Juan;64789;Colias crocea (Geoffroy, 1785);7
463;2014-08-12 13:26:00;2014-08-12 14:39:00;16_16;Borreguiles San Juan;67291;Hyponephele lycaon (Kühn, 1774);7
463;2014-08-12 13:26:00;2014-08-12 14:39:00;16_16;Borreguiles San Juan;71924;Lycaena alciphron (Rottemburg, 1775);2
463;2014-08-12 13:26:00;2014-08-12 14:39:00;16_16;Borreguiles San Juan;80558;Polyommatus thersites (Cantener, 1835);2
463;2014-08-12 13:26:00;2014-08-12 14:39:00;16_16;Borreguiles San Juan;81689;Satyrus actaea (Esper, 1781);48
463;2014-08-12 13:26:00;2014-08-12 14:39:00;16_16;Borreguiles San Juan;84377;Speyeria aglaja (Linnaeus, 1758);3
463;2014-08-12 13:26:00;2014-08-12 14:39:00;16_16;Borreguiles San Juan;87858;Vanessa cardui (Linnaeus, 1758);2
464;2014-08-08 10:45:00;2014-08-08 11:50:00;16_21;Matas Verdes;12299;Pyrgus;1
