ID Visita;Fecha inicio;Fecha fin;ID Transecto;Transecto;ID Especie;Nombre científico;Total
59;2010-07-14 10:30:00;2010-07-14 11:45:00;16_20;Purche;64789;Colias crocea (Geoffroy, 1785);26
59;2010-07-14 10:30:00;2010-07-14 11:45:00;16_20;Purche;67058;Hipparchia hermione (Linnaeus, 1764);1
59;2010-07-14 10:30:00;2010-07-14 11:45:00;16_20;Purche;67299;Hyponephele lupina (Costa, 1836);10
59;2010-07-14 10:30:00;2010-07-14 11:45:00;16_20;Purche;71278;Melanargia lachesis (Hübner, 1790);43
59;2010-07-14 10:30:00;2010-07-14 11:45:00;16_20;Purche;72485;Maniola jurtina (Linnaeus, 1758);1
59;2010-07-14 10:30:00;2010-07-14 11:45:00;16_20;Purche;80532;Polyommatus icarus (Rottemburg, 1775);3
60;2010-07-22 12:15:00;2010-07-22 00:00:00;16_20;Purche;63468;Chazara briseis (Linnaeus, 1764);6
60;2010-07-22 12:15:00;2010-07-22 00:00:00;16_20;Purche;64681;Coenonympha dorus (Esper, 1782);10
60;2010-07-22 12:15:00;2010-07-22 00:00:00;16_20;Purche;64686;Coenonympha pamphilus lyllus (Esper, 1805);18
60;2010-07-22 12:15:00;2010-07-22 00:00:00;16_20;Purche;64789;Colias crocea (Geoffroy, 1785);21
60;2010-07-22 12:15:00;2010-07-22 00:00:00;16_20;Purche;67058;Hipparchia hermione (Linnaeus, 1764);2
60;2010-07-22 12:15:00;2010-07-22 00:00:00;16_20;Purche;67299;Hyponephele lupina (Costa, 1836);5
60;2010-07-22 12:15:00;2010-07-22 00:00:00;16_20;Purche;70953;Melitaea phoebe ([Denis & Schiffermüller], 1775);3
60;2010-07-22 12:15:00;2010-07-22 00:00:00;16_20;Purche;71278;Melanargia lachesis (Hübner, 1790);26
60;2010-07-22 12:15:00;2010-07-22 00:00:00;16_20;Purche;72485;Maniola jurtina (Linnaeus, 1758);1
60;2010-07-22 12:15:00;2010-07-22 00:00:00;16_20;Purche;80532;Polyommatus icarus (Rottemburg, 1775);6
60;2010-07-22 12:15:00;2010-07-22 00:00:00;16_20;Purche;81983;Pyronia cecilia (Vallantin, 1894);1
60;2010-07-22 12:15:00;2010-07-22 00:00:00;16_20;Purche;84021;Pieris rapae (Linnaeus, 1758);3
61;2010-06-21 10:50:00;2010-06-21 00:00:00;16_24;Campos de Otero;57797;Aglais urticae (Linnaeus, 1758);10
61;2010-06-21 10:50:00;2010-06-21 00:00:00;16_24;Campos de Otero;64788;Colias alfacariensis Ribbe, 1905;1
61;2010-06-21 10:50:00;2010-06-21 00:00:00;16_24;Campos de Otero;64789;Colias crocea (Geoffroy, 1785);2
61;2010-06-21 10:50:00;2010-06-21 00:00:00;16_24;Campos de Otero;69103;Lasiommata megera (Linnaeus, 1767);4
61;2010-06-21 10:50:00;2010-06-21 00:00:00;16_24;Campos de Otero;80532;Polyommatus icarus (Rottemburg, 1775);1
61;2010-06-21 10:50:00;2010-06-21 00:00:00;16_24;Campos de Otero;84021;Pieris rapae (Linnaeus, 1758);3
61;2010-06-21 10:50:00;2010-06-21 00:00:00;16_24;Campos de Otero;87858;Vanessa cardui (Linnaeus, 1758);1
62;2010-06-29 10:15:00;2010-06-29 12:25:00;16_24;Campos de Otero;33089;Parnassius apollo (Linnaeus, 1758);1
62;2010-06-29 10:15:00;2010-06-29 12:25:00;16_24;Campos de Otero;57797;Aglais urticae (Linnaeus, 1758);41
62;2010-06-29 10:15:00;2010-06-29 12:25:00;16_24;Campos de Otero;59977;Aricia cramera (Eschscholtz, 1821);1
62;2010-06-29 10:15:00;2010-06-29 12:25:00;16_24;Campos de Otero;64789;Colias crocea (Geoffroy, 1785);2
62;2010-06-29 10:15:00;2010-06-29 12:25:00;16_24;Campos de Otero;69103;Lasiommata megera (Linnaeus, 1767);2
62;2010-06-29 10:15:00;2010-06-29 12:25:00;16_24;Campos de Otero;80532;Polyommatus icarus (Rottemburg, 1775);2
62;2010-06-29 10:15:00;2010-06-29 12:25:00;16_24;Campos de Otero;84021;Pieris rapae (Linnaeus, 1758);1
62;2010-06-29 10:15:00;2010-06-29 12:25:00;16_24;Campos de Otero;84039;Pieris brassicae (Linnaeus, 1758);1
62;2010-06-29 10:15:00;2010-06-29 12:25:00;16_24;Campos de Otero;87858;Vanessa cardui (Linnaeus, 1758);1
63;2010-07-27 10:10:00;2010-07-27 11:30:00;16_24;Campos de Otero;33089;Parnassius apollo (Linnaeus, 1758);13
63;2010-07-27 10:10:00;2010-07-27 11:30:00;16_24;Campos de Otero;46344;Erebia hispania Butler, 1868;4
63;2010-07-27 10:10:00;2010-07-27 11:30:00;16_24;Campos de Otero;47182;Issoria lathonia (Linnaeus, 1758);6
63;2010-07-27 10:10:00;2010-07-27 11:30:00;16_24;Campos de Otero;47287;Lycaena phlaeas (Linnaeus, 1760);1
63;2010-07-27 10:10:00;2010-07-27 11:30:00;16_24;Campos de Otero;47431;Pontia daplidice (Linnaeus, 1758);4
63;2010-07-27 10:10:00;2010-07-27 11:30:00;16_24;Campos de Otero;57797;Aglais urticae (Linnaeus, 1758);1
63;2010-07-27 10:10:00;2010-07-27 11:30:00;16_24;Campos de Otero;64789;Colias crocea (Geoffroy, 1785);5
63;2010-07-27 10:10:00;2010-07-27 11:30:00;16_24;Campos de Otero;67058;Hipparchia hermione (Linnaeus, 1764);2
63;2010-07-27 10:10:00;2010-07-27 11:30:00;16_24;Campos de Otero;67291;Hyponephele lycaon (Kühn, 1774);51
63;2010-07-27 10:10:00;2010-07-27 11:30:00;16_24;Campos de Otero;70895;Melitaea trivia ([Denis & Schiffermüller], 1775);1
63;2010-07-27 10:10:00;2010-07-27 11:30:00;16_24;Campos de Otero;81689;Satyrus actaea (Esper, 1781);1
63;2010-07-27 10:10:00;2010-07-27 11:30:00;16_24;Campos de Otero;84021;Pieris rapae (Linnaeus, 1758);4
63;2010-07-27 10:10:00;2010-07-27 11:30:00;16_24;Campos de Otero;87249;Plebejus idas (Linnaeus, 1760);36
63;2010-07-27 10:10:00;2010-07-27 11:30:00;16_24;Campos de Otero;87858;Vanessa cardui (Linnaeus, 1758);1
63;2010-07-27 10:10:00;2010-07-27 11:30:00;16_24;Campos de Otero;91491;Melitaea athalia (Rottemburg, 1775);1
64;2010-05-20 13:13:00;2010-05-20 14:15:00;16_23;Robledal de Dilar;46387;Cupido lorquinii (Herrich-Schäffer, 1850);1
64;2010-05-20 13:13:00;2010-05-20 14:15:00;16_23;Robledal de Dilar;47287;Lycaena phlaeas (Linnaeus, 1760);2
64;2010-05-20 13:13:00;2010-05-20 14:15:00;16_23;Robledal de Dilar;62290;Callophrys rubi (Linnaeus, 1758);2
64;2010-05-20 13:13:00;2010-05-20 14:15:00;16_23;Robledal de Dilar;64789;Colias crocea (Geoffroy, 1785);3
64;2010-05-20 13:13:00;2010-05-20 14:15:00;16_23;Robledal de Dilar;70953;Melitaea phoebe ([Denis & Schiffermüller], 1775);3
64;2010-05-20 13:13:00;2010-05-20 14:15:00;16_23;Robledal de Dilar;70971;Melitaea deione (Geyer, 1832);1
64;2010-05-20 13:13:00;2010-05-20 14:15:00;16_23;Robledal de Dilar;77074;Euchloe crameri Butler, 1869;2
64;2010-05-20 13:13:00;2010-05-20 14:15:00;16_23;Robledal de Dilar;80532;Polyommatus icarus (Rottemburg, 1775);1
64;2010-05-20 13:13:00;2010-05-20 14:15:00;16_23;Robledal de Dilar;84021;Pieris rapae (Linnaeus, 1758);4
64;2010-05-20 13:13:00;2010-05-20 14:15:00;16_23;Robledal de Dilar;84033;Pieris napi (Linnaeus, 1758);1
64;2010-05-20 13:13:00;2010-05-20 14:15:00;16_23;Robledal de Dilar;84039;Pieris brassicae (Linnaeus, 1758);1
64;2010-05-20 13:13:00;2010-05-20 14:15:00;16_23;Robledal de Dilar;87857;Vanessa atalanta (Linnaeus, 1758);1
65;2010-06-23 09:40:00;2010-06-23 11:10:00;16_23;Robledal de Dilar;33065;Euphydryas aurinia (Rottemburg, 1775);54
65;2010-06-23 09:40:00;2010-06-23 11:10:00;16_23;Robledal de Dilar;47287;Lycaena phlaeas (Linnaeus, 1760);1
65;2010-06-23 09:40:00;2010-06-23 11:10:00;16_23;Robledal de Dilar;57797;Aglais urticae (Linnaeus, 1758);1
65;2010-06-23 09:40:00;2010-06-23 11:10:00;16_23;Robledal de Dilar;59718;Aporia crataegi (Linnaeus, 1758);8
65;2010-06-23 09:40:00;2010-06-23 11:10:00;16_23;Robledal de Dilar;64789;Colias crocea (Geoffroy, 1785);4
65;2010-06-23 09:40:00;2010-06-23 11:10:00;16_23;Robledal de Dilar;72485;Maniola jurtina (Linnaeus, 1758);1
65;2010-06-23 09:40:00;2010-06-23 11:10:00;16_23;Robledal de Dilar;84021;Pieris rapae (Linnaeus, 1758);4
65;2010-06-23 09:40:00;2010-06-23 11:10:00;16_23;Robledal de Dilar;87323;Plebejus argus (Linnaeus, 1758);7
66;2010-06-30 11:35:00;2010-06-30 00:00:00;16_23;Robledal de Dilar;33065;Euphydryas aurinia (Rottemburg, 1775);114
66;2010-06-30 11:35:00;2010-06-30 00:00:00;16_23;Robledal de Dilar;59718;Aporia crataegi (Linnaeus, 1758);10
66;2010-06-30 11:35:00;2010-06-30 00:00:00;16_23;Robledal de Dilar;64789;Colias crocea (Geoffroy, 1785);2
66;2010-06-30 11:35:00;2010-06-30 00:00:00;16_23;Robledal de Dilar;87323;Plebejus argus (Linnaeus, 1758);3
67;2010-07-28 11:45:00;2010-07-28 12:50:00;16_23;Robledal de Dilar;33065;Euphydryas aurinia (Rottemburg, 1775);2
67;2010-07-28 11:45:00;2010-07-28 12:50:00;16_23;Robledal de Dilar;47287;Lycaena phlaeas (Linnaeus, 1760);12
67;2010-07-28 11:45:00;2010-07-28 12:50:00;16_23;Robledal de Dilar;59977;Aricia cramera (Eschscholtz, 1821);8
67;2010-07-28 11:45:00;2010-07-28 12:50:00;16_23;Robledal de Dilar;59978;Aricia montensis Verity, 1928;5
67;2010-07-28 11:45:00;2010-07-28 12:50:00;16_23;Robledal de Dilar;64789;Colias crocea (Geoffroy, 1785);6
67;2010-07-28 11:45:00;2010-07-28 12:50:00;16_23;Robledal de Dilar;67058;Hipparchia hermione (Linnaeus, 1764);6
67;2010-07-28 11:45:00;2010-07-28 12:50:00;16_23;Robledal de Dilar;67291;Hyponephele lycaon (Kühn, 1774);16
67;2010-07-28 11:45:00;2010-07-28 12:50:00;16_23;Robledal de Dilar;69103;Lasiommata megera (Linnaeus, 1767);1
67;2010-07-28 11:45:00;2010-07-28 12:50:00;16_23;Robledal de Dilar;71278;Melanargia lachesis (Hübner, 1790);44
67;2010-07-28 11:45:00;2010-07-28 12:50:00;16_23;Robledal de Dilar;80532;Polyommatus icarus (Rottemburg, 1775);5
67;2010-07-28 11:45:00;2010-07-28 12:50:00;16_23;Robledal de Dilar;84021;Pieris rapae (Linnaeus, 1758);20
67;2010-07-28 11:45:00;2010-07-28 12:50:00;16_23;Robledal de Dilar;87857;Vanessa atalanta (Linnaeus, 1758);1
68;2010-07-06 17:47:00;2010-07-06 19:00:00;16_25;Robledal de Cáñar;47426;Papilio machaon Linnaeus, 1758;1
68;2010-07-06 17:47:00;2010-07-06 19:00:00;16_25;Robledal de Cáñar;64681;Coenonympha dorus (Esper, 1782);6
68;2010-07-06 17:47:00;2010-07-06 19:00:00;16_25;Robledal de Cáñar;64789;Colias crocea (Geoffroy, 1785);4
68;2010-07-06 17:47:00;2010-07-06 19:00:00;16_25;Robledal de Cáñar;67058;Hipparchia hermione (Linnaeus, 1764);4
68;2010-07-06 17:47:00;2010-07-06 19:00:00;16_25;Robledal de Cáñar;67299;Hyponephele lupina (Costa, 1836);1
68;2010-07-06 17:47:00;2010-07-06 19:00:00;16_25;Robledal de Cáñar;69103;Lasiommata megera (Linnaeus, 1767);13
68;2010-07-06 17:47:00;2010-07-06 19:00:00;16_25;Robledal de Cáñar;71277;Melanargia ines (Hoffmansegg, 1804);5
68;2010-07-06 17:47:00;2010-07-06 19:00:00;16_25;Robledal de Cáñar;87857;Vanessa atalanta (Linnaeus, 1758);1
69;2010-07-12 17:00:00;2010-07-12 19:00:00;16_25;Robledal de Cáñar;33065;Euphydryas aurinia (Rottemburg, 1775);25
69;2010-07-12 17:00:00;2010-07-12 19:00:00;16_25;Robledal de Cáñar;47446;Pyronia bathseba (Fabricius, 1793);2
69;2010-07-12 17:00:00;2010-07-12 19:00:00;16_25;Robledal de Cáñar;59718;Aporia crataegi (Linnaeus, 1758);2
69;2010-07-12 17:00:00;2010-07-12 19:00:00;16_25;Robledal de Cáñar;59977;Aricia cramera (Eschscholtz, 1821);2
69;2010-07-12 17:00:00;2010-07-12 19:00:00;16_25;Robledal de Cáñar;64789;Colias crocea (Geoffroy, 1785);8
69;2010-07-12 17:00:00;2010-07-12 19:00:00;16_25;Robledal de Cáñar;67058;Hipparchia hermione (Linnaeus, 1764);5
