transecto,nombre_cientifico,y2012,y2013,y2014,y2015,y2016,y2017,y2019,y2020,y2018,longitud,min_altitu,max_altitu,id_transecto,site,elev,contactos,n_years_contacted
Campos de Otero,"Polygonia c-album (Linnaeus, 1758)",0,0,0,0,0,2,0,0,0,2992,2178,2317,16_24,CO,2248,2,1
Campos de Otero,"Polyommatus amandus (Schneider, 1792)",1,0,0,0,0,0,0,0,0,2992,2178,2317,16_24,CO,2248,1,1
Campos de Otero,"Polyommatus celina (Austaut, 1879)",0,0,0,16,17,0,25,11,0,2992,2178,2317,16_24,CO,2248,69,4
Campos de Otero,"Polyommatus escheri (Hübner, 1823)",0,3,14,0,6,0,1,1,0,2992,2178,2317,16_24,CO,2248,25,5
Campos de Otero,"Polyommatus golgus (Hübner, 1813)",0,0,4,0,5,6,2,0,0,2992,2178,2317,16_24,CO,2248,17,4
Campos de Otero,"Polyommatus icarus (Rottemburg, 1775)",5,32,8,1,22,65,0,33,0,2992,2178,2317,16_24,CO,2248,166,7
Campos de Otero,"Polyommatus nivescens (Keferstein, 1851)",0,0,0,0,1,0,1,1,0,2992,2178,2317,16_24,CO,2248,3,3
Campos de Otero,"Pontia daplidice (Linnaeus, 1758)",19,44,9,17,28,60,27,6,0,2992,2178,2317,16_24,CO,2248,210,8
Campos de Otero,"Pyrgus onopordi (Rambur, 1839)",1,0,0,0,0,0,0,0,0,2992,2178,2317,16_24,CO,2248,1,1
Campos de Otero,"Pyronia bathseba (Fabricius, 1793)",0,0,2,0,0,0,0,0,0,2992,2178,2317,16_24,CO,2248,2,1
Campos de Otero,"Satyrium esculi (Hübner, 1804)",0,0,0,0,1,0,0,0,0,2992,2178,2317,16_24,CO,2248,1,1
Campos de Otero,"Satyrium spini ([Denis & Schiffermüller], 1775)",0,1,0,0,0,2,2,0,0,2992,2178,2317,16_24,CO,2248,5,3
Campos de Otero,"Satyrus actaea (Esper, 1781)",133,103,88,70,124,216,44,55,0,2992,2178,2317,16_24,CO,2248,833,8
Campos de Otero,"Speyeria aglaja (Linnaeus, 1758)",5,25,3,8,7,4,0,2,0,2992,2178,2317,16_24,CO,2248,54,7
Campos de Otero,"Spialia sertorius (Hoffmansegg, 1804)",0,0,0,1,3,0,0,0,0,2992,2178,2317,16_24,CO,2248,4,2
Campos de Otero,"Thymelicus sylvestris (Poda, 1761)",0,0,2,0,0,1,3,1,0,2992,2178,2317,16_24,CO,2248,7,4
Campos de Otero,"Vanessa atalanta (Linnaeus, 1758)",0,2,3,2,6,2,0,0,0,2992,2178,2317,16_24,CO,2248,15,5
Campos de Otero,"Vanessa cardui (Linnaeus, 1758)",3,39,5,18,6,5,22,11,0,2992,2178,2317,16_24,CO,2248,109,8
Carihuela,"Aglais urticae (Linnaeus, 1758)",9,8,10,1,4,3,1,2,0,387,2792,2824,16_38,CAR,2808,38,8
Carihuela,"Colias crocea (Geoffroy, 1785)",0,2,2,0,0,0,2,4,0,387,2792,2824,16_38,CAR,2808,10,4
Carihuela,"Issoria lathonia (Linnaeus, 1758)",0,1,0,0,1,1,0,0,0,387,2792,2824,16_38,CAR,2808,3,3
Carihuela,"Lasiommata megera (Linnaeus, 1767)",0,0,0,0,0,0,0,1,0,387,2792,2824,16_38,CAR,2808,1,1
Carihuela,"Pieris brassicae (Linnaeus, 1758)",0,0,0,0,0,0,1,0,0,387,2792,2824,16_38,CAR,2808,1,1
Carihuela,"Plebejus idas (Linnaeus, 1760)",0,0,0,0,0,0,1,0,0,387,2792,2824,16_38,CAR,2808,1,1
Carihuela,"Pontia daplidice (Linnaeus, 1758)",0,0,0,0,1,0,0,0,0,387,2792,2824,16_38,CAR,2808,1,1
Carihuela,"Satyrus actaea (Esper, 1781)",1,0,0,0,6,1,0,2,0,387,2792,2824,16_38,CAR,2808,10,4
Carihuela,"Vanessa cardui (Linnaeus, 1758)",1,0,0,0,1,2,3,0,0,387,2792,2824,16_38,CAR,2808,7,4
Catifas,"Aglais urticae (Linnaeus, 1758)",2,5,9,0,0,0,2,0,0,483,1658,1673,16_34,CAT,1666,18,4
Catifas,"Anthocharis cardamines (Linnaeus, 1758)",0,1,3,0,2,1,2,1,0,483,1658,1673,16_34,CAT,1666,10,6
Catifas,"Anthocharis euphenoides Staudinger, 1869",0,2,1,0,0,1,2,3,0,483,1658,1673,16_34,CAT,1666,9,5
Catifas,"Aporia crataegi (Linnaeus, 1758)",12,12,14,3,6,0,8,0,0,483,1658,1673,16_34,CAT,1666,55,6
Catifas,"Arethusana arethusa ([Denis & Schiffermüller], 1775)",0,5,0,4,0,2,0,0,0,483,1658,1673,16_34,CAT,1666,11,3
Catifas,"Argynnis pandora ([Denis & Schiffermüller], 1775)",0,3,1,0,0,2,1,0,0,483,1658,1673,16_34,CAT,1666,7,4
Catifas,"Aricia cramera (Eschscholtz, 1821)",0,2,2,1,9,1,0,0,0,483,1658,1673,16_34,CAT,1666,15,5
Catifas,"Aricia montensis Verity, 1928",0,2,2,0,1,0,1,0,0,483,1658,1673,16_34,CAT,1666,6,4
Catifas,"Brintesia circe (Fabricius, 1775)",0,9,5,2,5,4,1,2,0,483,1658,1673,16_34,CAT,1666,28,7
Catifas,"Callophrys rubi (Linnaeus, 1758)",2,1,0,0,0,0,0,0,0,483,1658,1673,16_34,CAT,1666,3,2
Catifas,"Carcharodus baeticus (Rambur, 1839)",0,0,2,0,0,1,0,0,0,483,1658,1673,16_34,CAT,1666,3,2
Catifas,"Celastrina argiolus (Linnaeus, 1758)",0,0,0,1,0,0,0,1,0,483,1658,1673,16_34,CAT,1666,2,2
Catifas,"Chazara briseis (Linnaeus, 1764)",0,0,1,0,0,3,0,0,0,483,1658,1673,16_34,CAT,1666,4,2
Catifas,"Coenonympha dorus (Esper, 1782)",0,0,0,0,0,5,0,0,0,483,1658,1673,16_34,CAT,1666,5,1
Catifas,"Coenonympha pamphilus lyllus (Esper, 1805)",3,11,1,2,3,6,2,4,0,483,1658,1673,16_34,CAT,1666,32,8
Catifas,"Colias crocea (Geoffroy, 1785)",9,44,10,4,20,27,9,30,0,483,1658,1673,16_34,CAT,1666,153,8
Catifas,"Cupido lorquinii (Herrich-Schäffer, 1850)",1,0,3,0,0,1,1,1,0,483,1658,1673,16_34,CAT,1666,7,5
Catifas,"Cyaniris semiargus (Rottemburg, 1775)",1,0,0,0,0,0,0,0,0,483,1658,1673,16_34,CAT,1666,1,1
Catifas,"Euphydryas aurinia (Rottemburg, 1775)",3,6,11,12,6,11,4,17,0,483,1658,1673,16_34,CAT,1666,70,8
Catifas,"Fabriciana adippe ([Denis & Schiffermüller], 1775)",0,0,0,0,1,0,0,0,0,483,1658,1673,16_34,CAT,1666,1,1
Catifas,"Fabriciana niobe (Linnaeus, 1758)",0,0,0,0,0,1,0,0,0,483,1658,1673,16_34,CAT,1666,1,1
Catifas,"Favonius quercus (Linnaeus, 1758)",0,0,0,2,0,7,2,0,0,483,1658,1673,16_34,CAT,1666,11,3
Catifas,"Gonepteryx cleopatra (Linnaeus, 1767)",0,0,0,2,0,1,0,0,0,483,1658,1673,16_34,CAT,1666,3,2
Catifas,"Gonepteryx rhamni (Linnaeus, 1758)",0,0,0,0,0,1,1,0,0,483,1658,1673,16_34,CAT,1666,2,2
Catifas,"Hesperia comma (Linnaeus, 1758)",0,0,0,1,2,0,0,0,0,483,1658,1673,16_34,CAT,1666,3,2
Catifas,"Hipparchia fidia (Linnaeus, 1767)",0,4,0,0,0,0,0,1,0,483,1658,1673,16_34,CAT,1666,5,2
Catifas,"Hipparchia hermione (Linnaeus, 1764)",3,2,1,1,1,2,6,1,0,483,1658,1673,16_34,CAT,1666,17,8
Catifas,"Hipparchia semele (Linnaeus, 1758)",3,2,4,0,0,1,0,0,0,483,1658,1673,16_34,CAT,1666,10,4
Catifas,"Hipparchia statilinus (Hufnagel, 1766)",2,5,1,5,4,0,3,7,0,483,1658,1673,16_34,CAT,1666,27,7
Catifas,"Hyponephele lupina (Costa, 1836)",0,11,0,0,0,1,0,0,0,483,1658,1673,16_34,CAT,1666,12,2
Catifas,"Hyponephele lycaon (Kühn, 1774)",8,6,3,2,13,12,15,0,0,483,1658,1673,16_34,CAT,1666,59,7
Catifas,"Iphiclides feisthamelii (Duponchel, 1832)",0,0,1,1,3,4,2,2,0,483,1658,1673,16_34,CAT,1666,13,6
Catifas,"Issoria lathonia (Linnaeus, 1758)",0,0,0,3,0,3,2,0,0,483,1658,1673,16_34,CAT,1666,8,3
Catifas,"Lampides boeticus (Linnaeus, 1767)",0,0,0,1,0,3,0,0,0,483,1658,1673,16_34,CAT,1666,4,2
Catifas,"Lasiommata megera (Linnaeus, 1767)",3,5,6,5,1,3,4,9,0,483,1658,1673,16_34,CAT,1666,36,8
Catifas,"Leptotes pirithous (Linnaeus, 1767)",0,0,0,0,0,0,0,1,0,483,1658,1673,16_34,CAT,1666,1,1
Catifas,"Lycaena alciphron (Rottemburg, 1775)",1,2,0,0,0,1,1,0,0,483,1658,1673,16_34,CAT,1666,5,4
Catifas,"Lycaena phlaeas (Linnaeus, 1760)",3,7,3,3,0,2,3,2,0,483,1658,1673,16_34,CAT,1666,23,7
Catifas,"Lysandra albicans (Gerhard, 1851)",0,0,0,0,0,0,1,0,0,483,1658,1673,16_34,CAT,1666,1,1
Catifas,"Maniola jurtina (Linnaeus, 1758)",0,5,4,0,4,9,0,1,0,483,1658,1673,16_34,CAT,1666,23,5
Catifas,"Melanargia lachesis (Hübner, 1790)",28,68,42,15,32,65,40,25,0,483,1658,1673,16_34,CAT,1666,315,8
Catifas,"Melitaea athalia (Rottemburg, 1775)",1,7,0,0,0,3,1,0,0,483,1658,1673,16_34,CAT,1666,12,4
Catifas,"Melitaea deione (Geyer, 1832)",0,2,0,0,5,1,2,0,0,483,1658,1673,16_34,CAT,1666,10,4
Catifas,"Melitaea didyma (Esper, 1778)",0,0,0,0,1,2,0,0,0,483,1658,1673,16_34,CAT,1666,3,2
Catifas,"Melitaea parthenoides Keferstein, 1851",0,0,0,2,0,0,0,0,0,483,1658,1673,16_34,CAT,1666,2,1
Catifas,"Melitaea phoebe ([Denis & Schiffermüller], 1775)",0,0,0,0,0,0,1,1,0,483,1658,1673,16_34,CAT,1666,2,2
Catifas,"Melitaea trivia ([Denis & Schiffermüller], 1775)",0,0,2,2,0,0,0,0,0,483,1658,1673,16_34,CAT,1666,4,2
Catifas,"Nymphalis polychloros (Linnaeus, 1758)",1,0,0,0,0,0,1,0,0,483,1658,1673,16_34,CAT,1666,2,2
Catifas,"Parnassius apollo (Linnaeus, 1758)",0,1,0,0,0,0,0,0,0,483,1658,1673,16_34,CAT,1666,1,1
Catifas,"Pieris brassicae (Linnaeus, 1758)",0,0,1,0,0,0,0,0,0,483,1658,1673,16_34,CAT,1666,1,1
Catifas,"Pieris rapae (Linnaeus, 1758)",2,10,6,13,4,5,3,17,0,483,1658,1673,16_34,CAT,1666,60,8
Catifas,"Plebejus argus (Linnaeus, 1758)",27,12,38,8,39,51,18,17,0,483,1658,1673,16_34,CAT,1666,210,8
Catifas,"Plebejus idas (Linnaeus, 1760)",0,1,1,0,0,0,0,0,0,483,1658,1673,16_34,CAT,1666,2,2
Catifas,"Polyommatus celina (Austaut, 1879)",0,10,0,4,2,1,7,20,0,483,1658,1673,16_34,CAT,1666,44,6
Catifas,"Polyommatus icarus (Rottemburg, 1775)",0,0,0,0,2,2,1,0,0,483,1658,1673,16_34,CAT,1666,5,3
Catifas,"Polyommatus nivescens (Keferstein, 1851)",0,1,2,0,5,2,1,0,0,483,1658,1673,16_34,CAT,1666,11,5
Catifas,"Pontia daplidice (Linnaeus, 1758)",0,3,1,4,6,2,2,1,0,483,1658,1673,16_34,CAT,1666,19,7
Catifas,"Pyronia bathseba (Fabricius, 1793)",0,4,0,1,3,12,5,1,0,483,1658,1673,16_34,CAT,1666,26,6
Catifas,"Satyrium esculi (Hübner, 1804)",0,0,0,0,2,0,0,0,0,483,1658,1673,16_34,CAT,1666,2,1
Catifas,"Satyrium spini ([Denis & Schiffermüller], 1775)",0,0,0,0,0,0,0,1,0,483,1658,1673,16_34,CAT,1666,1,1
Catifas,"Satyrus actaea (Esper, 1781)",1,10,1,0,0,0,1,0,0,483,1658,1673,16_34,CAT,1666,13,4
Catifas,"Thymelicus sylvestris (Poda, 1761)",0,0,2,3,4,4,4,1,0,483,1658,1673,16_34,CAT,1666,18,6
Catifas,"Vanessa cardui (Linnaeus, 1758)",0,3,1,2,0,3,1,1,0,483,1658,1673,16_34,CAT,1666,11,6
Cauchiles,"Aglais urticae (Linnaeus, 1758)",3,6,1,1,0,2,0,0,0,624,3196,3210,16_37,CAU,3203,13,5
Cauchiles,"Argynnis pandora ([Denis & Schiffermüller], 1775)",0,0,0,0,0,3,0,0,0,624,3196,3210,16_37,CAU,3203,3,1
Cauchiles,"Aricia morronensis (Ribbe, 1910)",0,1,0,0,1,5,0,1,0,624,3196,3210,16_37,CAU,3203,8,4
Cauchiles,"Colias crocea (Geoffroy, 1785)",2,9,1,0,0,5,2,0,0,624,3196,3210,16_37,CAU,3203,19,5
Cauchiles,"Erebia hispania Butler, 1868",0,2,11,1,15,6,2,1,0,624,3196,3210,16_37,CAU,3203,38,7
Cauchiles,"Fabriciana niobe (Linnaeus, 1758)",1,0,0,0,0,0,0,0,0,624,3196,3210,16_37,CAU,3203,1,1
Cauchiles,"Hyponephele lycaon (Kühn, 1774)",1,2,0,0,0,0,0,0,0,624,3196,3210,16_37,CAU,3203,3,2
Cauchiles,"Issoria lathonia (Linnaeus, 1758)",0,0,0,0,0,1,1,0,0,624,3196,3210,16_37,CAU,3203,2,2
Cauchiles,"Lasiommata megera (Linnaeus, 1767)",0,0,0,0,0,1,0,0,0,624,3196,3210,16_37,CAU,3203,1,1
Cauchiles,"Lycaena alciphron (Rottemburg, 1775)",0,2,0,1,0,0,0,0,0,624,3196,3210,16_37,CAU,3203,3,2
Cauchiles,"Parnassius apollo (Linnaeus, 1758)",0,3,11,33,32,7,0,0,0,624,3196,3210,16_37,CAU,3203,86,5
Cauchiles,"Pieris rapae (Linnaeus, 1758)",1,0,0,0,0,0,0,0,0,624,3196,3210,16_37,CAU,3203,1,1
Cauchiles,"Plebejus idas (Linnaeus, 1760)",0,0,0,0,0,0,1,0,0,624,3196,3210,16_37,CAU,3203,1,1
Cauchiles,"Polyommatus escheri (Hübner, 1823)",0,0,0,0,0,2,0,0,0,624,3196,3210,16_37,CAU,3203,2,1
Cauchiles,"Polyommatus golgus (Hübner, 1813)",1,0,0,4,0,3,2,1,0,624,3196,3210,16_37,CAU,3203,11,5
Cauchiles,"Pontia daplidice (Linnaeus, 1758)",1,1,0,0,0,8,0,0,0,624,3196,3210,16_37,CAU,3203,10,3
Cauchiles,"Satyrus actaea (Esper, 1781)",2,0,0,1,0,1,1,1,0,624,3196,3210,16_37,CAU,3203,6,5
Cauchiles,"Vanessa cardui (Linnaeus, 1758)",0,0,0,0,0,0,14,0,0,624,3196,3210,16_37,CAU,3203,14,1
Dúrcal,"Aglais urticae (Linnaeus, 1758)",0,0,83,101,64,35,173,26,29,3563,1913,1987,16_45,DU,1950,511,7
Dúrcal,"Anthocharis euphenoides Staudinger, 1869",0,0,9,54,4,14,68,27,4,3563,1913,1987,16_45,DU,1950,180,7
Dúrcal,"Aporia crataegi (Linnaeus, 1758)",0,0,83,91,59,25,62,3,59,3563,1913,1987,16_45,DU,1950,382,7
Dúrcal,"Argynnis pandora ([Denis & Schiffermüller], 1775)",0,0,0,0,0,8,0,1,18,3563,1913,1987,16_45,DU,1950,27,3
Dúrcal,"Aricia cramera (Eschscholtz, 1821)",0,0,37,49,88,83,31,83,80,3563,1913,1987,16_45,DU,1950,451,7
Dúrcal,"Aricia montensis Verity, 1928",0,0,0,0,0,25,0,29,29,3563,1913,1987,16_45,DU,1950,83,3
Dúrcal,"Brintesia circe (Fabricius, 1775)",0,0,200,111,412,171,193,71,253,3563,1913,1987,16_45,DU,1950,1411,7
Dúrcal,"Callophrys rubi (Linnaeus, 1758)",0,0,11,16,4,0,28,0,0,3563,1913,1987,16_45,DU,1950,59,4
Dúrcal,"Carcharodus baeticus (Rambur, 1839)",0,0,2,0,0,0,0,0,0,3563,1913,1987,16_45,DU,1950,2,1
Dúrcal,"Coenonympha dorus (Esper, 1782)",0,0,0,0,0,5,4,3,10,3563,1913,1987,16_45,DU,1950,22,4
Dúrcal,"Colias crocea (Geoffroy, 1785)",0,0,233,255,549,303,281,221,439,3563,1913,1987,16_45,DU,1950,2281,7
Dúrcal,"Cupido lorquinii (Herrich-Schäffer, 1850)",0,0,2,0,32,67,6,21,1,3563,1913,1987,16_45,DU,1950,129,6
Dúrcal,"Euchloe crameri Butler, 1869",0,0,0,6,6,14,14,10,7,3563,1913,1987,16_45,DU,1950,57,6
Dúrcal,"Euphydryas aurinia (Rottemburg, 1775)",0,0,56,68,0,4,13,19,6,3563,1913,1987,16_45,DU,1950,166,6
Dúrcal,"Fabriciana niobe (Linnaeus, 1758)",0,0,3,7,3,0,1,10,0,3563,1913,1987,16_45,DU,1950,24,5
Dúrcal,"Gonepteryx cleopatra (Linnaeus, 1767)",0,0,2,10,5,6,10,10,3,3563,1913,1987,16_45,DU,1950,46,7
Dúrcal,"Hesperia comma (Linnaeus, 1758)",0,0,3,1,4,6,1,3,5,3563,1913,1987,16_45,DU,1950,23,7
Dúrcal,"Hipparchia fidia (Linnaeus, 1767)",0,0,0,0,0,8,0,0,30,3563,1913,1987,16_45,DU,1950,38,2
Dúrcal,"Hipparchia hermione (Linnaeus, 1764)",0,0,0,0,0,14,0,0,43,3563,1913,1987,16_45,DU,1950,57,2
Dúrcal,"Hipparchia semele (Linnaeus, 1758)",0,0,38,24,19,55,28,49,47,3563,1913,1987,16_45,DU,1950,260,7
Dúrcal,"Hipparchia statilinus (Hufnagel, 1766)",0,0,6,6,33,54,47,28,59,3563,1913,1987,16_45,DU,1950,233,7
Dúrcal,"Hyponephele lycaon (Kühn, 1774)",0,0,124,92,126,163,139,5,263,3563,1913,1987,16_45,DU,1950,912,7
Dúrcal,"Iphiclides feisthamelii (Duponchel, 1832)",0,0,9,10,3,5,10,16,8,3563,1913,1987,16_45,DU,1950,61,7
Dúrcal,"Issoria lathonia (Linnaeus, 1758)",0,0,0,4,0,6,0,7,14,3563,1913,1987,16_45,DU,1950,31,4
Dúrcal,"Lampides boeticus (Linnaeus, 1767)",0,0,0,1,2,10,2,3,6,3563,1913,1987,16_45,DU,1950,24,6
Dúrcal,"Lasiommata megera (Linnaeus, 1767)",0,0,25,39,15,17,30,29,11,3563,1913,1987,16_45,DU,1950,166,7
Dúrcal,"Leptotes pirithous (Linnaeus, 1767)",0,0,11,25,138,38,40,36,41,3563,1913,1987,16_45,DU,1950,329,7
Dúrcal,"Lycaena alciphron (Rottemburg, 1775)",0,0,11,12,48,29,38,16,43,3563,1913,1987,16_45,DU,1950,197,7
Dúrcal,"Lycaena phlaeas (Linnaeus, 1760)",0,0,20,44,9,17,57,29,21,3563,1913,1987,16_45,DU,1950,197,7
Dúrcal,"Lysandra bellargus (Rottemburg, 1775)",0,0,17,39,0,0,33,0,15,3563,1913,1987,16_45,DU,1950,104,4
Dúrcal,"Maniola jurtina (Linnaeus, 1758)",0,0,0,0,0,1,0,0,0,3563,1913,1987,16_45,DU,1950,1,1
Dúrcal,"Melanargia lachesis (Hübner, 1790)",0,0,265,213,304,348,239,307,280,3563,1913,1987,16_45,DU,1950,1956,7
Dúrcal,"Melitaea athalia (Rottemburg, 1775)",0,0,8,0,0,0,0,3,0,3563,1913,1987,16_45,DU,1950,11,2
Dúrcal,"Melitaea deione (Geyer, 1832)",0,0,0,11,6,0,0,0,0,3563,1913,1987,16_45,DU,1950,17,2
Dúrcal,"Melitaea didyma (Esper, 1778)",0,0,0,0,0,0,0,0,19,3563,1913,1987,16_45,DU,1950,19,1
Dúrcal,"Melitaea phoebe ([Denis & Schiffermüller], 1775)",0,0,4,1,0,0,1,2,0,3563,1913,1987,16_45,DU,1950,8,4
Dúrcal,"Nymphalis polychloros (Linnaeus, 1758)",0,0,0,0,0,0,0,1,0,3563,1913,1987,16_45,DU,1950,1,1
Dúrcal,"Pararge aegeria (Linnaeus, 1758)",0,0,33,63,190,70,147,107,53,3563,1913,1987,16_45,DU,1950,663,7
Dúrcal,"Parnassius apollo (Linnaeus, 1758)",0,0,0,0,0,0,1,0,0,3563,1913,1987,16_45,DU,1950,1,1
Dúrcal,"Pieris brassicae (Linnaeus, 1758)",0,0,34,59,38,19,36,18,22,3563,1913,1987,16_45,DU,1950,226,7
Dúrcal,"Pieris napi (Linnaeus, 1758)",0,0,213,21,43,26,17,32,25,3563,1913,1987,16_45,DU,1950,377,7
Dúrcal,"Pieris rapae (Linnaeus, 1758)",0,0,61,165,549,323,289,208,564,3563,1913,1987,16_45,DU,1950,2159,7
Dúrcal,"Plebejus argus (Linnaeus, 1758)",0,0,27,29,242,43,36,32,43,3563,1913,1987,16_45,DU,1950,452,7
Dúrcal,"Plebejus idas (Linnaeus, 1760)",0,0,68,60,67,39,62,43,54,3563,1913,1987,16_45,DU,1950,393,7
Dúrcal,"Polygonia c-album (Linnaeus, 1758)",0,0,0,0,10,2,0,2,1,3563,1913,1987,16_45,DU,1950,15,4
Dúrcal,"Polyommatus amandus (Schneider, 1792)",0,0,49,28,33,4,12,18,20,3563,1913,1987,16_45,DU,1950,164,7
Dúrcal,"Polyommatus celina (Austaut, 1879)",0,0,11,0,199,176,11,1,108,3563,1913,1987,16_45,DU,1950,506,6
Dúrcal,"Polyommatus escheri (Hübner, 1823)",0,0,7,6,13,6,8,8,22,3563,1913,1987,16_45,DU,1950,70,7
Dúrcal,"Polyommatus icarus (Rottemburg, 1775)",0,0,56,80,0,0,94,107,51,3563,1913,1987,16_45,DU,1950,388,5
Dúrcal,"Polyommatus nivescens (Keferstein, 1851)",0,0,41,27,42,21,28,26,17,3563,1913,1987,16_45,DU,1950,202,7
Dúrcal,"Polyommatus thersites (Cantener, 1835)",0,0,0,0,0,0,0,2,0,3563,1913,1987,16_45,DU,1950,2,1
Dúrcal,"Pontia daplidice (Linnaeus, 1758)",0,0,22,49,37,27,115,79,43,3563,1913,1987,16_45,DU,1950,372,7
Dúrcal,"Pseudophilotes panoptes (Hübner, 1813)",0,0,0,0,7,5,0,0,0,3563,1913,1987,16_45,DU,1950,12,2
Dúrcal,"Pyronia cecilia (Vallantin, 1894)",0,0,5,0,3,21,0,0,65,3563,1913,1987,16_45,DU,1950,94,4
Dúrcal,"Pyronia tithonus (Linnaeus, 1771)",0,0,111,80,269,178,73,69,29,3563,1913,1987,16_45,DU,1950,809,7
Dúrcal,"Satyrium esculi (Hübner, 1804)",0,0,2,4,3,1,3,2,1,3563,1913,1987,16_45,DU,1950,16,7
Dúrcal,"Satyrium spini ([Denis & Schiffermüller], 1775)",0,0,0,0,0,2,2,0,0,3563,1913,1987,16_45,DU,1950,4,2
Dúrcal,"Satyrus actaea (Esper, 1781)",0,0,468,147,397,547,216,154,381,3563,1913,1987,16_45,DU,1950,2310,7
Dúrcal,"Speyeria aglaja (Linnaeus, 1758)",0,0,0,0,0,3,0,0,6,3563,1913,1987,16_45,DU,1950,9,2
Dúrcal,"Spialia sertorius (Hoffmansegg, 1804)",0,0,1,0,2,3,1,1,2,3563,1913,1987,16_45,DU,1950,10,6
Dúrcal,"Thymelicus acteon (Rottemburg, 1775)",0,0,0,0,0,1,0,0,3,3563,1913,1987,16_45,DU,1950,4,2
Dúrcal,"Thymelicus sylvestris (Poda, 1761)",0,0,40,21,0,59,98,78,58,3563,1913,1987,16_45,DU,1950,354,6
Dúrcal,"Vanessa atalanta (Linnaeus, 1758)",0,0,1,4,0,0,2,1,6,3563,1913,1987,16_45,DU,1950,14,5
Dúrcal,"Vanessa cardui (Linnaeus, 1758)",0,0,1,0,1,1,27,17,3,3563,1913,1987,16_45,DU,1950,50,6
Fabriquilla,"Aglais urticae (Linnaeus, 1758)",0,2,0,1,0,1,0,0,0,415,971,1013,16_32,FA,992,4,3
Fabriquilla,"Anthocharis euphenoides Staudinger, 1869",1,1,1,1,2,1,0,0,0,415,971,1013,16_32,FA,992,7,6
Fabriquilla,"Aporia crataegi (Linnaeus, 1758)",1,0,0,0,0,0,0,0,0,415,971,1013,16_32,FA,992,1,1
Fabriquilla,"Argynnis pandora ([Denis & Schiffermüller], 1775)",0,1,0,0,4,1,0,0,0,415,971,1013,16_32,FA,992,6,3
Fabriquilla,"Aricia cramera (Eschscholtz, 1821)",4,1,1,1,0,2,1,1,0,415,971,1013,16_32,FA,992,11,7
Fabriquilla,"Aricia montensis Verity, 1928",1,2,1,0,0,0,0,1,0,415,971,1013,16_32,FA,992,5,4
Fabriquilla,"Cacyreus marshalli Butler, 1898",0,0,0,0,0,0,0,1,0,415,971,1013,16_32,FA,992,1,1
Fabriquilla,"Carcharodus baeticus (Rambur, 1839)",0,0,2,0,0,0,2,0,0,415,971,1013,16_32,FA,992,4,2
Fabriquilla,"Celastrina argiolus (Linnaeus, 1758)",0,0,0,0,2,1,0,0,0,415,971,1013,16_32,FA,992,3,2
Fabriquilla,"Chazara briseis (Linnaeus, 1764)",0,0,1,0,0,0,0,0,0,415,971,1013,16_32,FA,992,1,1
Fabriquilla,"Coenonympha dorus (Esper, 1782)",0,0,0,0,0,1,0,0,0,415,971,1013,16_32,FA,992,1,1
Fabriquilla,"Coenonympha pamphilus lyllus (Esper, 1805)",0,6,0,0,0,0,0,0,0,415,971,1013,16_32,FA,992,6,1
Fabriquilla,"Colias crocea (Geoffroy, 1785)",1,10,0,1,15,3,1,4,0,415,971,1013,16_32,FA,992,35,7
Fabriquilla,"Colotis evagore (Klug, 1829)",0,0,0,0,0,0,0,2,0,415,971,1013,16_32,FA,992,2,1
Fabriquilla,"Cupido lorquinii (Herrich-Schäffer, 1850)",0,0,0,0,0,0,0,1,0,415,971,1013,16_32,FA,992,1,1
Fabriquilla,"Euchloe crameri Butler, 1869",0,0,0,0,1,0,0,0,0,415,971,1013,16_32,FA,992,1,1
Fabriquilla,"Euphydryas aurinia (Rottemburg, 1775)",1,14,6,1,2,2,0,0,0,415,971,1013,16_32,FA,992,26,6
Fabriquilla,"Fabriciana niobe (Linnaeus, 1758)",0,1,0,0,0,0,0,0,0,415,971,1013,16_32,FA,992,1,1
Fabriquilla,"Glaucopsyche alexis (Poda, 1761)",0,0,0,0,1,0,0,0,0,415,971,1013,16_32,FA,992,1,1
Fabriquilla,"Glaucopsyche melanops (Boisduval, 1828)",0,5,0,1,1,1,0,0,0,415,971,1013,16_32,FA,992,8,4
Fabriquilla,"Gonepteryx cleopatra (Linnaeus, 1767)",0,1,0,0,0,1,1,0,0,415,971,1013,16_32,FA,992,3,3
Fabriquilla,"Gonepteryx rhamni (Linnaeus, 1758)",0,0,0,0,0,1,0,1,0,415,971,1013,16_32,FA,992,2,2
Fabriquilla,"Hipparchia hermione (Linnaeus, 1764)",0,0,0,0,0,0,1,0,0,415,971,1013,16_32,FA,992,1,1
Fabriquilla,"Hipparchia semele (Linnaeus, 1758)",0,0,1,0,0,0,0,0,0,415,971,1013,16_32,FA,992,1,1
Fabriquilla,"Hipparchia statilinus (Hufnagel, 1766)",0,0,0,0,0,1,0,0,0,415,971,1013,16_32,FA,992,1,1
Fabriquilla,"Iphiclides feisthamelii (Duponchel, 1832)",0,2,0,0,1,1,0,2,0,415,971,1013,16_32,FA,992,6,4
Fabriquilla,"Issoria lathonia (Linnaeus, 1758)",1,0,0,0,0,0,0,0,0,415,971,1013,16_32,FA,992,1,1
Fabriquilla,"Laeosopis roboris (Esper, 1789)",0,0,0,0,0,0,0,1,0,415,971,1013,16_32,FA,992,1,1
