transecto,nombre_cientifico,y2012,y2013,y2014,y2015,y2016,y2017,y2019,y2020,y2018,longitud,min_altitu,max_altitu,id_transecto,site,elev,contactos,n_years_contacted
Fabriquilla,"Lampides boeticus (Linnaeus, 1767)",0,0,1,0,0,7,2,0,0,415,971,1013,16_32,FA,992,10,3
Fabriquilla,"Lasiommata megera (Linnaeus, 1767)",0,9,3,0,9,6,0,3,0,415,971,1013,16_32,FA,992,30,5
Fabriquilla,"Leptotes pirithous (Linnaeus, 1767)",0,0,0,0,0,2,1,1,0,415,971,1013,16_32,FA,992,4,3
Fabriquilla,"Libythea celtis (Laicharting, 1782)",0,0,0,0,0,1,1,0,0,415,971,1013,16_32,FA,992,2,2
Fabriquilla,"Lycaena phlaeas (Linnaeus, 1760)",2,1,1,1,2,0,1,1,0,415,971,1013,16_32,FA,992,9,7
Fabriquilla,"Maniola jurtina (Linnaeus, 1758)",0,0,1,0,0,1,0,0,0,415,971,1013,16_32,FA,992,2,2
Fabriquilla,"Melanargia ines (Hoffmansegg, 1804)",1,0,0,0,0,3,0,1,0,415,971,1013,16_32,FA,992,5,3
Fabriquilla,"Melanargia lachesis (Hübner, 1790)",0,1,0,0,0,0,1,1,0,415,971,1013,16_32,FA,992,3,3
Fabriquilla,"Melitaea deione (Geyer, 1832)",0,3,3,1,2,0,0,0,0,415,971,1013,16_32,FA,992,9,4
Fabriquilla,"Melitaea phoebe ([Denis & Schiffermüller], 1775)",2,12,5,0,1,6,2,1,0,415,971,1013,16_32,FA,992,29,7
Fabriquilla,"Pararge aegeria (Linnaeus, 1758)",2,9,22,0,13,23,24,13,0,415,971,1013,16_32,FA,992,106,7
Fabriquilla,"Pieris brassicae (Linnaeus, 1758)",0,0,4,1,0,0,5,2,0,415,971,1013,16_32,FA,992,12,4
Fabriquilla,"Pieris napi (Linnaeus, 1758)",1,0,2,0,0,5,0,0,0,415,971,1013,16_32,FA,992,8,3
Fabriquilla,"Pieris rapae (Linnaeus, 1758)",4,59,15,5,34,38,20,15,0,415,971,1013,16_32,FA,992,190,8
Fabriquilla,"Polygonia c-album (Linnaeus, 1758)",0,0,2,0,0,0,0,0,0,415,971,1013,16_32,FA,992,2,1
Fabriquilla,"Polyommatus celina (Austaut, 1879)",5,9,6,5,3,1,5,9,0,415,971,1013,16_32,FA,992,43,8
Fabriquilla,"Polyommatus icarus (Rottemburg, 1775)",0,0,1,0,4,8,4,0,0,415,971,1013,16_32,FA,992,17,4
Fabriquilla,"Polyommatus nivescens (Keferstein, 1851)",0,0,0,0,0,0,1,1,0,415,971,1013,16_32,FA,992,2,2
Fabriquilla,"Polyommatus thersites (Cantener, 1835)",0,4,0,0,0,0,0,0,0,415,971,1013,16_32,FA,992,4,1
Fabriquilla,"Pontia daplidice (Linnaeus, 1758)",0,1,1,0,1,5,1,0,0,415,971,1013,16_32,FA,992,9,5
Fabriquilla,"Pseudophilotes abencerragus (Pierret, 1837)",0,2,0,0,0,0,0,0,0,415,971,1013,16_32,FA,992,2,1
Fabriquilla,"Pyronia bathseba (Fabricius, 1793)",2,16,6,1,2,2,0,3,0,415,971,1013,16_32,FA,992,32,7
Fabriquilla,"Satyrus actaea (Esper, 1781)",0,0,0,0,0,0,0,1,0,415,971,1013,16_32,FA,992,1,1
Fabriquilla,"Spialia sertorius (Hoffmansegg, 1804)",0,0,0,0,3,0,0,0,0,415,971,1013,16_32,FA,992,3,1
Fabriquilla,"Thymelicus sylvestris (Poda, 1761)",0,0,1,0,0,1,1,0,0,415,971,1013,16_32,FA,992,3,3
Fabriquilla,"Vanessa atalanta (Linnaeus, 1758)",0,0,0,0,1,1,0,1,0,415,971,1013,16_32,FA,992,3,3
Fabriquilla,"Vanessa cardui (Linnaeus, 1758)",0,1,0,0,0,0,0,0,0,415,971,1013,16_32,FA,992,1,1
Fabriquilla,"Zerynthia rumina (Linnaeus, 1758)",1,1,0,0,0,0,0,0,0,415,971,1013,16_32,FA,992,2,2
Laguna,"Aglais urticae (Linnaeus, 1758)",0,0,0,0,0,0,1,0,0,500,726,739,16_46,LP,732,1,1
Laguna,"Aricia cramera (Eschscholtz, 1821)",0,0,2,0,0,0,0,0,0,500,726,739,16_46,LP,732,2,1
Laguna,"Celastrina argiolus (Linnaeus, 1758)",0,0,7,5,0,0,1,6,0,500,726,739,16_46,LP,732,19,4
Laguna,"Colias crocea (Geoffroy, 1785)",0,0,14,5,2,0,1,0,1,500,726,739,16_46,LP,732,23,5
Laguna,"Euchloe crameri Butler, 1869",0,0,0,1,0,0,0,0,0,500,726,739,16_46,LP,732,1,1
Laguna,"Gegenes nostrodamus (Fabricius, 1793)",0,0,0,1,0,0,0,0,0,500,726,739,16_46,LP,732,1,1
Laguna,"Iphiclides feisthamelii (Duponchel, 1832)",0,0,2,1,0,0,0,0,0,500,726,739,16_46,LP,732,3,2
Laguna,"Issoria lathonia (Linnaeus, 1758)",0,0,16,0,0,0,0,0,0,500,726,739,16_46,LP,732,16,1
Laguna,"Lampides boeticus (Linnaeus, 1767)",0,0,6,0,1,1,0,0,0,500,726,739,16_46,LP,732,8,3
Laguna,"Lasiommata megera (Linnaeus, 1767)",0,0,1,0,4,0,0,0,0,500,726,739,16_46,LP,732,5,2
Laguna,"Leptotes pirithous (Linnaeus, 1767)",0,0,8,12,0,0,1,1,5,500,726,739,16_46,LP,732,27,5
Laguna,"Pararge aegeria (Linnaeus, 1758)",0,0,145,121,148,98,119,175,89,500,726,739,16_46,LP,732,895,7
Laguna,"Pieris brassicae (Linnaeus, 1758)",0,0,3,1,0,0,0,0,0,500,726,739,16_46,LP,732,4,2
Laguna,"Pieris napi (Linnaeus, 1758)",0,0,0,0,0,0,0,0,2,500,726,739,16_46,LP,732,2,1
Laguna,"Pieris rapae (Linnaeus, 1758)",0,0,57,50,46,14,23,18,36,500,726,739,16_46,LP,732,244,7
Laguna,"Polyommatus celina (Austaut, 1879)",0,0,1,0,0,0,0,4,0,500,726,739,16_46,LP,732,5,2
Laguna,"Polyommatus icarus (Rottemburg, 1775)",0,0,5,4,0,0,0,0,1,500,726,739,16_46,LP,732,10,3
Laguna,"Pontia daplidice (Linnaeus, 1758)",0,0,0,0,1,0,0,0,0,500,726,739,16_46,LP,732,1,1
Laguna,"Pyronia bathseba (Fabricius, 1793)",0,0,0,0,1,0,0,0,0,500,726,739,16_46,LP,732,1,1
Laguna,"Pyronia cecilia (Vallantin, 1894)",0,0,17,0,0,0,0,0,0,500,726,739,16_46,LP,732,17,1
Laguna,"Pyronia tithonus (Linnaeus, 1771)",0,0,6,3,1,8,0,0,2,500,726,739,16_46,LP,732,20,5
Laguna,"Satyrus actaea (Esper, 1781)",0,0,1,0,0,0,0,0,0,500,726,739,16_46,LP,732,1,1
Laguna,"Vanessa atalanta (Linnaeus, 1758)",0,0,0,0,0,2,0,2,0,500,726,739,16_46,LP,732,4,2
Laguna,"Vanessa cardui (Linnaeus, 1758)",0,0,0,0,0,0,5,0,0,500,726,739,16_46,LP,732,5,1
Laguna Seca,"Aglais urticae (Linnaeus, 1758)",12,46,17,8,9,2,4,17,0,3044,2257,2306,16_14,LS,2282,115,8
Laguna Seca,"Aporia crataegi (Linnaeus, 1758)",69,1,2,0,0,5,0,0,0,3044,2257,2306,16_14,LS,2282,77,4
Laguna Seca,"Argynnis pandora ([Denis & Schiffermüller], 1775)",1,0,0,0,0,0,0,0,0,3044,2257,2306,16_14,LS,2282,1,1
Laguna Seca,"Aricia cramera (Eschscholtz, 1821)",0,0,0,1,1,0,0,5,0,3044,2257,2306,16_14,LS,2282,7,3
Laguna Seca,"Brintesia circe (Fabricius, 1775)",0,1,9,1,0,0,0,0,0,3044,2257,2306,16_14,LS,2282,11,3
Laguna Seca,"Chazara briseis (Linnaeus, 1764)",0,0,4,0,0,0,0,0,0,3044,2257,2306,16_14,LS,2282,4,1
Laguna Seca,"Colias alfacariensis Ribbe, 1905",0,0,0,0,3,1,0,0,0,3044,2257,2306,16_14,LS,2282,4,2
Laguna Seca,"Colias crocea (Geoffroy, 1785)",13,18,7,19,52,26,33,11,0,3044,2257,2306,16_14,LS,2282,179,8
Laguna Seca,"Euchloe crameri Butler, 1869",1,0,0,0,3,0,0,0,0,3044,2257,2306,16_14,LS,2282,4,2
Laguna Seca,"Fabriciana niobe (Linnaeus, 1758)",67,37,8,9,33,36,16,6,0,3044,2257,2306,16_14,LS,2282,212,8
Laguna Seca,"Gonepteryx cleopatra (Linnaeus, 1767)",0,0,0,0,1,0,0,0,0,3044,2257,2306,16_14,LS,2282,1,1
Laguna Seca,"Gonepteryx rhamni (Linnaeus, 1758)",0,0,1,0,0,0,1,0,0,3044,2257,2306,16_14,LS,2282,2,2
Laguna Seca,"Hesperia comma (Linnaeus, 1758)",0,0,0,1,0,3,0,0,0,3044,2257,2306,16_14,LS,2282,4,2
Laguna Seca,"Hipparchia semele (Linnaeus, 1758)",1,0,1,0,0,0,0,0,0,3044,2257,2306,16_14,LS,2282,2,2
Laguna Seca,"Hyponephele lupina (Costa, 1836)",0,8,0,0,0,0,0,0,0,3044,2257,2306,16_14,LS,2282,8,1
Laguna Seca,"Hyponephele lycaon (Kühn, 1774)",50,0,1,15,0,0,3,0,0,3044,2257,2306,16_14,LS,2282,69,4
Laguna Seca,"Iphiclides feisthamelii (Duponchel, 1832)",2,6,1,1,7,12,3,3,0,3044,2257,2306,16_14,LS,2282,35,8
Laguna Seca,"Issoria lathonia (Linnaeus, 1758)",25,46,16,2,29,70,31,45,0,3044,2257,2306,16_14,LS,2282,264,8
Laguna Seca,"Lampides boeticus (Linnaeus, 1767)",0,0,0,0,2,0,0,0,0,3044,2257,2306,16_14,LS,2282,2,1
Laguna Seca,"Lasiommata megera (Linnaeus, 1767)",1,2,1,1,10,13,6,20,0,3044,2257,2306,16_14,LS,2282,54,8
Laguna Seca,"Lycaena alciphron (Rottemburg, 1775)",2,0,2,2,0,0,2,3,0,3044,2257,2306,16_14,LS,2282,11,5
Laguna Seca,"Lycaena phlaeas (Linnaeus, 1760)",0,0,1,1,0,1,3,2,0,3044,2257,2306,16_14,LS,2282,8,5
Laguna Seca,"Melanargia lachesis (Hübner, 1790)",3,0,1,4,0,0,0,0,0,3044,2257,2306,16_14,LS,2282,8,3
Laguna Seca,"Parnassius apollo (Linnaeus, 1758)",120,149,293,42,40,41,11,31,0,3044,2257,2306,16_14,LS,2282,727,8
Laguna Seca,"Pieris rapae (Linnaeus, 1758)",1,1,2,7,27,0,8,13,0,3044,2257,2306,16_14,LS,2282,59,7
Laguna Seca,"Plebejus argus (Linnaeus, 1758)",0,4,0,0,98,35,0,0,0,3044,2257,2306,16_14,LS,2282,137,3
Laguna Seca,"Plebejus idas (Linnaeus, 1760)",366,488,131,104,131,58,528,181,0,3044,2257,2306,16_14,LS,2282,1987,8
Laguna Seca,"Polyommatus amandus (Schneider, 1792)",0,0,0,0,0,2,0,0,0,3044,2257,2306,16_14,LS,2282,2,1
Laguna Seca,"Polyommatus celina (Austaut, 1879)",0,0,1,0,0,4,25,4,0,3044,2257,2306,16_14,LS,2282,34,4
Laguna Seca,"Polyommatus escheri (Hübner, 1823)",1,0,2,1,1,0,0,0,0,3044,2257,2306,16_14,LS,2282,5,4
Laguna Seca,"Polyommatus icarus (Rottemburg, 1775)",0,18,2,0,1,7,0,17,0,3044,2257,2306,16_14,LS,2282,45,5
Laguna Seca,"Polyommatus thersites (Cantener, 1835)",0,0,0,0,0,0,0,2,0,3044,2257,2306,16_14,LS,2282,2,1
Laguna Seca,"Pontia daplidice (Linnaeus, 1758)",2,12,1,12,32,27,15,20,0,3044,2257,2306,16_14,LS,2282,121,8
Laguna Seca,"Pseudochazara mercurius (Staudinger, 1887)",1,0,0,0,0,0,0,0,0,3044,2257,2306,16_14,LS,2282,1,1
Laguna Seca,"Satyrus actaea (Esper, 1781)",250,554,143,148,167,183,174,71,0,3044,2257,2306,16_14,LS,2282,1690,8
Laguna Seca,"Speyeria aglaja (Linnaeus, 1758)",0,0,0,0,0,3,0,0,0,3044,2257,2306,16_14,LS,2282,3,1
Laguna Seca,"Vanessa atalanta (Linnaeus, 1758)",0,0,0,0,6,0,0,0,0,3044,2257,2306,16_14,LS,2282,6,1
Laguna Seca,"Vanessa cardui (Linnaeus, 1758)",1,23,0,5,0,3,47,1,0,3044,2257,2306,16_14,LS,2282,80,6
Loma de Papeles Alto,"Aglais urticae (Linnaeus, 1758)",8,35,14,8,14,3,10,3,0,3068,2338,2463,16_17,PA,2400,95,8
Loma de Papeles Alto,"Aporia crataegi (Linnaeus, 1758)",1,0,1,0,0,0,1,0,0,3068,2338,2463,16_17,PA,2400,3,3
Loma de Papeles Alto,"Argynnis pandora ([Denis & Schiffermüller], 1775)",0,0,0,0,1,9,2,1,0,3068,2338,2463,16_17,PA,2400,13,4
Loma de Papeles Alto,"Aricia montensis Verity, 1928",0,0,0,1,1,0,0,0,0,3068,2338,2463,16_17,PA,2400,2,2
Loma de Papeles Alto,"Aricia morronensis (Ribbe, 1910)",0,0,0,0,14,0,0,0,0,3068,2338,2463,16_17,PA,2400,14,1
Loma de Papeles Alto,"Brintesia circe (Fabricius, 1775)",0,0,0,1,0,0,0,0,0,3068,2338,2463,16_17,PA,2400,1,1
Loma de Papeles Alto,"Chazara briseis (Linnaeus, 1764)",0,0,3,0,0,2,0,0,0,3068,2338,2463,16_17,PA,2400,5,2
Loma de Papeles Alto,"Coenonympha dorus (Esper, 1782)",3,10,14,13,6,0,0,0,0,3068,2338,2463,16_17,PA,2400,46,5
Loma de Papeles Alto,"Coenonympha pamphilus lyllus (Esper, 1805)",0,1,0,0,0,0,0,0,0,3068,2338,2463,16_17,PA,2400,1,1
Loma de Papeles Alto,"Colias crocea (Geoffroy, 1785)",11,24,4,6,18,7,5,17,0,3068,2338,2463,16_17,PA,2400,92,8
Loma de Papeles Alto,"Cyaniris semiargus (Rottemburg, 1775)",0,0,0,2,0,3,0,0,0,3068,2338,2463,16_17,PA,2400,5,2
Loma de Papeles Alto,"Erebia hispania Butler, 1868",0,6,7,0,0,4,1,0,0,3068,2338,2463,16_17,PA,2400,18,4
Loma de Papeles Alto,"Euchloe crameri Butler, 1869",2,0,0,0,6,0,0,1,0,3068,2338,2463,16_17,PA,2400,9,3
Loma de Papeles Alto,"Fabriciana niobe (Linnaeus, 1758)",31,21,0,0,22,15,0,2,0,3068,2338,2463,16_17,PA,2400,91,5
Loma de Papeles Alto,"Gonepteryx rhamni (Linnaeus, 1758)",0,0,0,2,0,0,0,0,0,3068,2338,2463,16_17,PA,2400,2,1
Loma de Papeles Alto,"Hesperia comma (Linnaeus, 1758)",0,0,0,17,1,1,2,25,0,3068,2338,2463,16_17,PA,2400,46,5
Loma de Papeles Alto,"Hipparchia hermione (Linnaeus, 1764)",1,1,1,6,4,0,0,10,0,3068,2338,2463,16_17,PA,2400,23,6
Loma de Papeles Alto,"Hipparchia statilinus (Hufnagel, 1766)",0,0,1,0,0,0,0,0,0,3068,2338,2463,16_17,PA,2400,1,1
Loma de Papeles Alto,"Hyponephele lupina (Costa, 1836)",0,42,0,0,0,0,0,0,0,3068,2338,2463,16_17,PA,2400,42,1
Loma de Papeles Alto,"Hyponephele lycaon (Kühn, 1774)",29,0,39,0,1,0,10,0,0,3068,2338,2463,16_17,PA,2400,79,4
Loma de Papeles Alto,"Issoria lathonia (Linnaeus, 1758)",6,48,26,0,41,15,18,4,0,3068,2338,2463,16_17,PA,2400,158,7
Loma de Papeles Alto,"Lampides boeticus (Linnaeus, 1767)",1,0,0,0,2,0,4,0,0,3068,2338,2463,16_17,PA,2400,7,3
Loma de Papeles Alto,"Lasiommata maera (Linnaeus, 1758)",0,0,0,0,0,6,0,0,0,3068,2338,2463,16_17,PA,2400,6,1
Loma de Papeles Alto,"Lasiommata megera (Linnaeus, 1767)",73,65,75,35,94,57,52,26,0,3068,2338,2463,16_17,PA,2400,477,8
Loma de Papeles Alto,"Lycaena alciphron (Rottemburg, 1775)",19,22,57,21,86,31,32,17,0,3068,2338,2463,16_17,PA,2400,285,8
Loma de Papeles Alto,"Lycaena phlaeas (Linnaeus, 1760)",23,3,2,3,1,4,6,3,0,3068,2338,2463,16_17,PA,2400,45,8
Loma de Papeles Alto,"Lysandra albicans (Gerhard, 1851)",0,0,0,0,0,0,0,1,0,3068,2338,2463,16_17,PA,2400,1,1
Loma de Papeles Alto,"Maniola jurtina (Linnaeus, 1758)",0,0,0,0,2,0,0,0,0,3068,2338,2463,16_17,PA,2400,2,1
Loma de Papeles Alto,"Melanargia ines (Hoffmansegg, 1804)",0,0,3,0,20,8,44,0,0,3068,2338,2463,16_17,PA,2400,75,4
Loma de Papeles Alto,"Melanargia lachesis (Hübner, 1790)",0,15,0,0,0,0,0,0,0,3068,2338,2463,16_17,PA,2400,15,1
Loma de Papeles Alto,"Melanargia occitanica (Esper, 1793)",50,22,22,14,81,14,16,27,0,3068,2338,2463,16_17,PA,2400,246,8
Loma de Papeles Alto,"Melitaea deione (Geyer, 1832)",0,0,0,0,0,0,0,3,0,3068,2338,2463,16_17,PA,2400,3,1
Loma de Papeles Alto,"Melitaea didyma (Esper, 1778)",0,10,0,0,0,0,0,0,0,3068,2338,2463,16_17,PA,2400,10,1
Loma de Papeles Alto,"Melitaea phoebe ([Denis & Schiffermüller], 1775)",1,0,0,0,0,0,0,0,0,3068,2338,2463,16_17,PA,2400,1,1
Loma de Papeles Alto,"Melitaea trivia ([Denis & Schiffermüller], 1775)",3,0,18,18,48,3,3,26,0,3068,2338,2463,16_17,PA,2400,119,7
Loma de Papeles Alto,"Papilio machaon Linnaeus, 1758",0,13,12,6,7,4,15,3,0,3068,2338,2463,16_17,PA,2400,60,7
Loma de Papeles Alto,"Pararge aegeria (Linnaeus, 1758)",0,0,0,0,0,0,1,0,0,3068,2338,2463,16_17,PA,2400,1,1
Loma de Papeles Alto,"Parnassius apollo (Linnaeus, 1758)",36,83,95,58,34,33,21,2,0,3068,2338,2463,16_17,PA,2400,362,8
Loma de Papeles Alto,"Pieris rapae (Linnaeus, 1758)",2,15,2,3,39,7,6,22,0,3068,2338,2463,16_17,PA,2400,96,8
Loma de Papeles Alto,"Plebejus idas (Linnaeus, 1760)",2,10,5,2,2,0,3,1,0,3068,2338,2463,16_17,PA,2400,25,7
Loma de Papeles Alto,"Polyommatus icarus (Rottemburg, 1775)",0,2,0,0,0,0,2,1,0,3068,2338,2463,16_17,PA,2400,5,3
Loma de Papeles Alto,"Pontia daplidice (Linnaeus, 1758)",0,22,0,4,46,2,2,5,0,3068,2338,2463,16_17,PA,2400,81,6
Loma de Papeles Alto,"Pseudochazara mercurius (Staudinger, 1887)",0,1,0,0,0,1,0,0,0,3068,2338,2463,16_17,PA,2400,2,2
Loma de Papeles Alto,"Satyrus actaea (Esper, 1781)",174,619,277,127,232,222,62,118,0,3068,2338,2463,16_17,PA,2400,1831,8
Loma de Papeles Alto,"Vanessa atalanta (Linnaeus, 1758)",0,0,2,0,2,0,0,0,0,3068,2338,2463,16_17,PA,2400,4,2
Loma de Papeles Alto,"Vanessa cardui (Linnaeus, 1758)",8,60,0,12,9,22,29,1,0,3068,2338,2463,16_17,PA,2400,141,7
Loma de Papeles Bajo,"Aglais urticae (Linnaeus, 1758)",67,118,104,57,10,12,25,6,0,2743,2052,2190,16_18,PB,2121,399,8
Loma de Papeles Bajo,"Anthocharis euphenoides Staudinger, 1869",0,0,3,0,0,0,0,0,0,2743,2052,2190,16_18,PB,2121,3,1
Loma de Papeles Bajo,"Aporia crataegi (Linnaeus, 1758)",18,1,3,0,0,0,0,0,0,2743,2052,2190,16_18,PB,2121,22,3
Loma de Papeles Bajo,"Argynnis pandora ([Denis & Schiffermüller], 1775)",1,1,0,0,0,2,0,0,0,2743,2052,2190,16_18,PB,2121,4,3
Loma de Papeles Bajo,"Aricia cramera (Eschscholtz, 1821)",0,0,8,4,3,3,1,3,0,2743,2052,2190,16_18,PB,2121,22,6
Loma de Papeles Bajo,"Aricia montensis Verity, 1928",0,0,4,0,2,4,1,4,0,2743,2052,2190,16_18,PB,2121,15,5
Loma de Papeles Bajo,"Brintesia circe (Fabricius, 1775)",4,20,4,13,4,3,0,0,0,2743,2052,2190,16_18,PB,2121,48,6
Loma de Papeles Bajo,"Chazara briseis (Linnaeus, 1764)",4,16,11,1,5,3,1,0,0,2743,2052,2190,16_18,PB,2121,41,7
Loma de Papeles Bajo,"Coenonympha dorus (Esper, 1782)",0,1,1,0,0,0,0,20,0,2743,2052,2190,16_18,PB,2121,22,3
Loma de Papeles Bajo,"Coenonympha pamphilus lyllus (Esper, 1805)",0,5,3,0,0,0,0,0,0,2743,2052,2190,16_18,PB,2121,8,2
Loma de Papeles Bajo,"Colias alfacariensis Ribbe, 1905",0,0,0,0,0,2,0,0,0,2743,2052,2190,16_18,PB,2121,2,1
Loma de Papeles Bajo,"Colias crocea (Geoffroy, 1785)",8,25,2,5,6,11,7,17,0,2743,2052,2190,16_18,PB,2121,81,8
Loma de Papeles Bajo,"Erebia hispania Butler, 1868",4,0,0,0,0,3,0,0,0,2743,2052,2190,16_18,PB,2121,7,2
Loma de Papeles Bajo,"Euchloe crameri Butler, 1869",2,0,0,0,2,0,0,0,0,2743,2052,2190,16_18,PB,2121,4,2
Loma de Papeles Bajo,"Fabriciana niobe (Linnaeus, 1758)",12,22,5,0,1,2,0,0,0,2743,2052,2190,16_18,PB,2121,42,5
Loma de Papeles Bajo,"Gonepteryx cleopatra (Linnaeus, 1767)",3,2,0,1,4,0,0,0,0,2743,2052,2190,16_18,PB,2121,10,4
Loma de Papeles Bajo,"Gonepteryx rhamni (Linnaeus, 1758)",0,0,0,0,1,1,0,1,0,2743,2052,2190,16_18,PB,2121,3,3
Loma de Papeles Bajo,"Hesperia comma (Linnaeus, 1758)",0,0,1,1,11,0,1,5,0,2743,2052,2190,16_18,PB,2121,19,5
Loma de Papeles Bajo,"Hipparchia fidia (Linnaeus, 1767)",7,5,4,0,0,15,0,3,0,2743,2052,2190,16_18,PB,2121,34,5
Loma de Papeles Bajo,"Hipparchia hermione (Linnaeus, 1764)",12,13,10,3,2,0,15,13,0,2743,2052,2190,16_18,PB,2121,68,7
Loma de Papeles Bajo,"Hipparchia semele (Linnaeus, 1758)",4,4,2,0,4,0,3,3,0,2743,2052,2190,16_18,PB,2121,20,6
Loma de Papeles Bajo,"Hipparchia statilinus (Hufnagel, 1766)",11,0,2,6,0,1,3,2,0,2743,2052,2190,16_18,PB,2121,25,6
Loma de Papeles Bajo,"Hyponephele lupina (Costa, 1836)",0,114,0,0,0,0,0,0,0,2743,2052,2190,16_18,PB,2121,114,1
Loma de Papeles Bajo,"Hyponephele lycaon (Kühn, 1774)",92,0,47,2,0,0,20,0,0,2743,2052,2190,16_18,PB,2121,161,4
Loma de Papeles Bajo,"Iphiclides feisthamelii (Duponchel, 1832)",0,0,5,2,2,0,2,2,0,2743,2052,2190,16_18,PB,2121,13,5
Loma de Papeles Bajo,"Issoria lathonia (Linnaeus, 1758)",11,23,20,3,4,48,17,10,0,2743,2052,2190,16_18,PB,2121,136,8
Loma de Papeles Bajo,"Lampides boeticus (Linnaeus, 1767)",0,0,0,0,0,3,0,1,0,2743,2052,2190,16_18,PB,2121,4,2
Loma de Papeles Bajo,"Lasiommata maera (Linnaeus, 1758)",0,0,2,0,0,0,0,11,0,2743,2052,2190,16_18,PB,2121,13,2
Loma de Papeles Bajo,"Lasiommata megera (Linnaeus, 1767)",8,14,18,31,34,36,48,83,0,2743,2052,2190,16_18,PB,2121,272,8
Loma de Papeles Bajo,"Lycaena alciphron (Rottemburg, 1775)",41,15,36,5,23,5,25,44,0,2743,2052,2190,16_18,PB,2121,194,8
Loma de Papeles Bajo,"Lycaena phlaeas (Linnaeus, 1760)",17,11,5,5,0,42,14,23,0,2743,2052,2190,16_18,PB,2121,117,7
Loma de Papeles Bajo,"Maniola jurtina (Linnaeus, 1758)",0,0,0,0,4,0,0,4,0,2743,2052,2190,16_18,PB,2121,8,2
Loma de Papeles Bajo,"Melanargia ines (Hoffmansegg, 1804)",0,0,0,2,1,7,1,13,0,2743,2052,2190,16_18,PB,2121,24,5
Loma de Papeles Bajo,"Melanargia lachesis (Hübner, 1790)",0,0,0,1,0,0,0,0,0,2743,2052,2190,16_18,PB,2121,1,1
Loma de Papeles Bajo,"Melanargia occitanica (Esper, 1793)",9,9,16,1,12,0,3,4,0,2743,2052,2190,16_18,PB,2121,54,7
Loma de Papeles Bajo,"Melitaea deione (Geyer, 1832)",0,0,1,0,0,0,0,0,0,2743,2052,2190,16_18,PB,2121,1,1
Loma de Papeles Bajo,"Melitaea phoebe ([Denis & Schiffermüller], 1775)",0,0,2,0,0,0,0,0,0,2743,2052,2190,16_18,PB,2121,2,1
Loma de Papeles Bajo,"Melitaea trivia ([Denis & Schiffermüller], 1775)",0,0,0,1,3,1,0,1,0,2743,2052,2190,16_18,PB,2121,6,4
Loma de Papeles Bajo,"Muschampia proto (Ochsenheimer, 1808)",0,0,0,0,0,0,1,0,0,2743,2052,2190,16_18,PB,2121,1,1
Loma de Papeles Bajo,"Papilio machaon Linnaeus, 1758",0,0,6,0,4,0,1,0,0,2743,2052,2190,16_18,PB,2121,11,3
Loma de Papeles Bajo,"Parnassius apollo (Linnaeus, 1758)",47,106,203,91,63,84,55,34,0,2743,2052,2190,16_18,PB,2121,683,8
Loma de Papeles Bajo,"Pieris brassicae (Linnaeus, 1758)",0,0,0,0,0,0,0,1,0,2743,2052,2190,16_18,PB,2121,1,1
Loma de Papeles Bajo,"Pieris rapae (Linnaeus, 1758)",0,26,0,15,10,2,7,27,0,2743,2052,2190,16_18,PB,2121,87,6
Loma de Papeles Bajo,"Plebejus argus (Linnaeus, 1758)",2,4,7,0,0,0,2,0,0,2743,2052,2190,16_18,PB,2121,15,4
Loma de Papeles Bajo,"Plebejus idas (Linnaeus, 1760)",38,3,9,1,15,0,18,11,0,2743,2052,2190,16_18,PB,2121,95,7
Loma de Papeles Bajo,"Polyommatus celina (Austaut, 1879)",0,1,0,1,0,2,1,13,0,2743,2052,2190,16_18,PB,2121,18,5
Loma de Papeles Bajo,"Polyommatus icarus (Rottemburg, 1775)",0,3,8,0,0,0,0,0,0,2743,2052,2190,16_18,PB,2121,11,2
Loma de Papeles Bajo,"Polyommatus thersites (Cantener, 1835)",0,2,0,0,0,0,0,0,0,2743,2052,2190,16_18,PB,2121,2,1
Loma de Papeles Bajo,"Pontia daplidice (Linnaeus, 1758)",6,10,4,0,26,6,0,4,0,2743,2052,2190,16_18,PB,2121,56,6
Loma de Papeles Bajo,"Pseudophilotes panoptes (Hübner, 1813)",0,0,0,0,0,0,1,0,0,2743,2052,2190,16_18,PB,2121,1,1
Loma de Papeles Bajo,"Pyronia cecilia (Vallantin, 1894)",0,0,0,0,0,4,0,0,0,2743,2052,2190,16_18,PB,2121,4,1
Loma de Papeles Bajo,"Satyrium esculi (Hübner, 1804)",0,0,0,0,0,0,4,0,0,2743,2052,2190,16_18,PB,2121,4,1
Loma de Papeles Bajo,"Satyrus actaea (Esper, 1781)",65,80,27,21,46,51,2,1,0,2743,2052,2190,16_18,PB,2121,293,8
Loma de Papeles Bajo,"Spialia sertorius (Hoffmansegg, 1804)",0,0,0,1,0,0,0,0,0,2743,2052,2190,16_18,PB,2121,1,1
Loma de Papeles Bajo,"Vanessa atalanta (Linnaeus, 1758)",0,0,4,0,1,0,0,0,0,2743,2052,2190,16_18,PB,2121,5,2
Loma de Papeles Bajo,"Vanessa cardui (Linnaeus, 1758)",1,30,2,14,9,7,19,7,0,2743,2052,2190,16_18,PB,2121,89,8
Matas Verdes,"Aglais urticae (Linnaeus, 1758)",24,42,27,10,5,12,8,7,0,2672,1851,1987,16_21,MV,1919,135,8
